timestamp,email_address,which_country_do_you_work_in,what_city_do_you_work_in,which_us_state_do_you_work_in,which_canadian_province_do_you_work_in,company_or_institution_name,which_of_the_following_best_describes_your_company,biotech_sub_industry,company_detail_approximate_company_size,provide_a_review_and_rate_your_companyinstitution_and_experience,work_life_balance_on_average_how_many_hours_do_you_work_per_week,what_is_your_official_job_title,which_department_best_describes_your_role_if_you_cant_find_one_that_fits_your_specific_role_select_other_and_describe,briefly_describe_your_position_and_responsibilities,do_you_work_inperson_remote_or_hybrid,how_many_days_on_average_per_week_do_you_work_from_home,what_degrees_do_you_have,how_many_total_years_of_experience_in_postdocs_do_you_have,list_other_relevant_and_recognized_certifications,please_enter_your_total_years_of_experience_in_the_field,what_currency_will_you_be_answering_these_questions_in,are_you_a_salaried_or_hourly_employee,if_you_are_an_hourly_employee_how_many_hours_per_week_do_you_work,annual_base_salary,overtime_pay,annual_target_bonus_in_percentage,commission,annual_equitystock_option,most_recent_annual_yearly_raise,bonus_value,stockequity_options,relocation_assistance_total_value,retirement_benefits,healthcare_benefits,select_the_highest_level_of_education_that_you_have_thats_relevant_to_your_occupation_if_you_have_multiple_please_select_other_and_describe,how_many_years_have_you_been_working_at_this_current_position,what_currency_will_you_be_answering_these_quesitons_in,survey_feedback,any_other_type_of_annual_bonus_please_describe,how_much_of_your_bonus_did_you_receive_in_the_last_cycle
2025-04-05 13:09:22.678000,,United States,,Missouri,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,"So far, there has been nothing to complain about",36 - 40,Senior Process Chemist,Research,"R&D, API process development",In-Person,0.0,,1.0,,4.0,,Salaried,Not applicable,129600.0,N/A (no overtime/am salaried),10.0,No commission,0.0,8.0,0.0,0.0,0.0,,,PhD,1.0,USD - US dollar,Good survey. Maybe need a vacation policy section.,,0.1
2025-04-04 22:11:24.116000,,United States,,Washington,,Prefer not to say,Private,Cell and Gene Therapy,50-200,Great company to be research staff. Not perfect but pretty good. ,41 - 45,Principal Scientist,Research,End-to-end management of in vivo studies in humanized mice for immunoncology models. Both internal and regulatory facing.,In-Person,0.0,,2.0,,5.0,,Salaried,Not applicable,170000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,0.04,,Unsure,5000.0,401 4% match,Family plan is offered at a steep price; most employees took a high deductible HSA plan with $800 annual contribution from employer. ,PhD,5.0,USD - US dollar,,,9.0
2025-04-04 19:55:07.335000,,Canada,,,British Columbia,Prefer not to say,Private,Industrial Biotech,1-50,,36 - 40,Senior Associate,Manufacturing,,In-Person,0.0,,0.0,,6.0,,Salaried,Not applicable,80000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.0,,,,5% RRSP,,Bachelors,0.5,CAD - Canadian dollar,,,9.1
2025-04-04 14:30:01.538000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,"5/5 Best company I've ever worked for with best c-suite.  Extremely well run, no politics, everyone works well together, and amazing work-life balance, especially for startup company.  ",36 - 40,"Associate Director, Computational Biology",Data Science / Bioinformatics,"Run bioinformatics department to identify novel targets, indications, and patient populations for clinical drugs",In-Person,0.0,,6.0,,6.0,,Salaried,Not applicable,173000.0,N/A (no overtime/am salaried),15.0,No commission,23000.0,1.0,10000.0,Stock options valued at $43k,,,,PhD,2.0,USD - US dollar,,,0.145
2025-04-03 21:46:52.924000,,United States,,Massachusetts,,A named Flagship Pioneering company,Private,Pharmaceutical (including “big pharma”),50-200,,46 - 50,Senior Scientist II,Data Science / Bioinformatics,,Hybrid,2.0,,0.0,,6.0,,Salaried,Not applicable,165000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,no 401k match,"BC/BS insurance, vision and dental",PhD,1.0,USD - US dollar,,,
2025-04-03 19:09:25.134000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,46 - 50,Scientist II,Research,,In-Person,1.0,,0.0,,11.0,,Salaried,Not applicable,142000.0,N/A (no overtime/am salaried),5.0,No commission,12000.0,3.5,18000.0,,,Lunch,,Bachelors,2.0,USD - US dollar,,,5.0
2025-04-03 00:34:30.583000,,United States,,California,,Prefer not to say,Public,Diagnostics,5000+,"7/10 : great work-life balance, low pay, slow promotions",Less than 30,Research Associate I,Research,,Hybrid,2.0,,0.0,,0.0,,Salaried,Not applicable,74000.0,N/A (no overtime/am salaried),3.0,No commission,0.0,Have not been long enough to have an annual yearly raise,,,,401k profit sharing,HSA contributions,Bachelors,0.0,USD - US dollar,,,0.0
2025-04-02 13:36:59.263000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Scientist,Research,Wet-lab bench scientist,In-Person,0.0,,2.0,,3.0,,Salaried,Not applicable,156000.0,N/A (no overtime/am salaried),10.0,No commission,20000.0,2.0,,,,401K match 2%,,PhD,3.0,USD - US dollar,,,5.0
2025-03-31 15:33:37.009000,,United States,,Texas,,Heartflow,Private,Diagnostics,200-1000,"Ok for now for first job out of undergrad, worse pay than what I expected but honestly just grateful for this career relevant employment in this time ",36 - 40,Case Analyst,Operations,Produce/validate the 3D heart models from patients CT data,In-Person,0.0,,0.0,,0.0,,Hourly,40.0,50960.0,1.5x base,12.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,,0.0,"401k fully matched for 3% of salary, half matched for next 2%.",,Bachelors,<1 year,USD - US dollar,,,6.0
2025-03-30 13:34:42.857000,,United States,,Pennsylvania,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,36 - 40,"Senior Scientist, Computational Biology",Data Science / Bioinformatics,,In-Person,0.0,,0.0,,2.0,,Salaried,Not applicable,135200.0,N/A (no overtime/am salaried),12.0,No commission,0.0,4.0,0.0,options of company common stock. company is currently private.,0.0,401K match 6% of salary,,PhD,1.0,USD - US dollar,,,12.0
2025-03-28 21:49:54.345000,,United States,,Pennsylvania,,J&J,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Sr. Scientist ,Research,,Hybrid,2.0,,0.0,,10.0,,Salaried,Not applicable,135000.0,N/A (no overtime/am salaried),12.0,No commission,10000.0,3.7,,,,,,Bachelors,1.0,USD - US dollar,,,12.0
2025-03-28 21:32:21.188000,,United States,,North Carolina,,Amgen,Public,Pharmaceutical (including “big pharma”),5000+,Amgen in North Carolina is awesome,46 - 50,Senior Process Maintenance,Manufacturing,All process equipment maintenance,In-Person,0.0,,0.0,,3.0,,Hourly,47.0,94000.0,1.5X,9.0,No commission,1500.0,Company/Institution does not have annual yearly raise,,,,10% match,N/A,Bachelors,1.0,USD - US dollar,,N/A,0.1
2025-03-27 12:13:30.845000,,United Kingdom,Remote,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Study Physician,Clinical,,Remote,5.0,,0.0,,9.0,,Salaried,Not applicable,83000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,3.0,,,,0.12,AXA,MD,3.0,GBP - sterling,,,13.5
2025-03-27 09:33:26.130000,,United States,,Pennsylvania,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,41 - 45,Principal Scientist,Quality," Overseeing the drug product analytical method lifecycle. Including Analytical method tech transfers, qualifications, and validations, reference standard management as well as authoring regulatory documents to support FDA and EU regulatory filings. ",In-Person,1.0,,7.0,,7.0,,Salaried,Not applicable,108072.0,N/A (no overtime/am salaried),15.0,No commission,1533.0,0.043,0.0,Zero cost options awarded annually. 1/4 of the options awarded vest every year for length of employment. ,0.0,5% 401k match,,Bachelors,1.0,USD - US dollar,,,12.0
2025-03-26 23:56:56.948000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,41 - 45,Senior CMC Project Manager,Operations,,Hybrid,2.0,,0.0,,13.0,,Salaried,Not applicable,175000.0,N/A (no overtime/am salaried),15.0,No commission,8000.0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1.0,USD - US dollar,,None,None
2025-03-26 21:39:48.923000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,41 - 45,Senior manager,Regulatory Affairs,,In-Person,0.0,,0.0,,22.0,,Salaried,Not applicable,201000.0,N/A (no overtime/am salaried),15.0,No commission,35000.0,6.0,,,,"401k, match 4%",,Bachelors,3.0,USD - US dollar,,RSU,18.0
2025-03-26 21:04:04.626000,,United States,,Massachusetts,,Prefer not to say,Academia/College/Universities,Academia/Research/Institution,5000+,Great for an academic institution in Cambridge,36 - 40,Postdoctoral Associate,Biology,Academic research,Hybrid,2.0,,1.0,,0.0,,Salaried,Not applicable,72100.0,N/A (no overtime/am salaried),,No commission,0.0,3.0,,,,5% 401k match,,PhD,1.0,USD - US dollar,Many thanks again!,,
2025-03-24 15:55:46.048000,,United Kingdom,Cambridge,,,Prefer not to say,Public,Contract Research Organization,200-1000,,36 - 40,Senior Scientist II,Research,,In-Person,0.0,,0.0,,10.0,,Salaried,Not applicable,48000.0,N/A (no overtime/am salaried),,No commission,0.0,3.0,,,,,,Masters,10.0,GBP - sterling,,,
2025-03-23 10:11:30.215000,,United States,,Pennsylvania,,GSK,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Principal Scientist,Research,,Hybrid,2.0,,3.0,,5.0,,Salaried,Not applicable,120000.0,N/A (no overtime/am salaried),12.0,No commission,0.0,4.5,,,,0.11,"HSA, UHC or Aetna health insurance",PhD,2.0,USD - US dollar,,,16.0
2025-03-23 07:44:57.822000,,United States,,North Carolina,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,60+,Validation Engineer,Manufacturing,"Validation of equipment, processes, and methods for manufacturing operations of pharma products.",In-Person,1.0,,0.0,,3.0,,Salaried,Not applicable,88000.0,N/A (no overtime/am salaried),7.5,No commission,0.0,3.0,,,,,,Masters,3.0,USD - US dollar,,,15.0
2025-03-22 23:00:05.208000,,United States,,Texas,,Amgen,Public,Pharmaceutical (including “big pharma”),5000+,Love it so far,36 - 40,Sr MSL,Research,,Remote,7.0,,5.0,,5.0,,Salaried,Not applicable,205000.0,N/A (no overtime/am salaried),15.0,No commission,20000.0,Have not been long enough to have an annual yearly raise,35000.0,20000.0,0.0,0.05,,PharmD,0.0,USD - US dollar,,,
2025-03-22 21:26:18.012000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,,36 - 40,Senior research scientist,Research,"Design, execution, analysis, and reporting of in vitro and ex vivo experiments to answer discovery/target ID biology research questions",In-Person,0.0,,0.0,,12.0,,Salaried,Not applicable,155000.0,N/A (no overtime/am salaried),15.0,No commission,45000.0,3.5,10000.0,,,4% match,,Bachelors,2.0,USD - US dollar,,$45k in RSUs,18.0
2025-03-22 20:04:04.049000,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,"This is the first company I have worked for, and I'm enjoying it. Postdocs are treated as part of the team and long-term growth is prioritized. The goal is to hire postdocs (>50% stay at the company) and all of the postdocs I've seen leave the program have had job offers in hand. Definitely a push for publications, but I have not seen that affect job prospects.",46 - 50,Postdoctoral Fellow,Research,"Postdoc, based on a discovery team in big pharma. My research doesn't touch on pipeline projects and is more focused on exploring novel biology and expanding technical capabilities to use on pipeline projects in the future.",Hybrid,0.0,,1.0,,1.0,,Salaried,Not applicable,101000.0,N/A (no overtime/am salaried),6.0,No commission,0.0,3.5,0.0,0.0,20000.0,6% 401K match,"HDHP (several options including PPO), HSA employer cont ~$500",PhD,1.0,USD - US dollar,,We get a performance bonus (6%) and an additional bonus based on company performance that is not stipulated prior to employment,8.0
2025-03-22 18:26:20.759000,,United States,,Massachusetts,,Prefer not to say,Private,Academia/Research/Institution,1-50,,46 - 50,Senior Scientist ,Research,,In-Person,0.0,,6.0,,3.0,,Salaried,Not applicable,140000.0,N/A (no overtime/am salaried),14.0,No commission,0.0,4.5,5000.0,7000.0,,,,PhD,3.0,USD - US dollar,,,
2025-03-22 17:41:20.308000,,United States,,Massachusetts,,Flagship Pioneering,Private,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Automation Engineer I,Research,Program liquid handlers and other lab robotics,In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,125000.0,N/A (no overtime/am salaried),10.0,No commission,7000.0,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1.0,USD - US dollar,,,
2025-03-22 17:36:18.296000,,United States,,California,,Natera,Private,Diagnostics,1000-5000,Good overall,36 - 40,Scientist ,Research,"Design experiments, manage RAs, data analysis ",Hybrid,1.0,,0.0,,4.0,,Salaried,Not applicable,139000.0,N/A (no overtime/am salaried),6.5,No commission,65000.0,2.5,,100000.0,5000.0,"50% match up to 6%, vests over 4 years",Normal benefits,PhD,1.0,USD - US dollar,,,6.5
2025-03-22 16:39:43.278000,,United Kingdom,Cambridge ,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Principal Scientist ,Research,,Hybrid,2.0,,0.0,,12.0,,Salaried,Not applicable,70000.0,N/A (no overtime/am salaried),14.0,No commission,5.0,7.0,,,,No pension match,Private health and dental insurance ,Masters,1.0,GBP - sterling,,11% advantage fund,20.0
2025-03-22 09:22:40.047000,,United States,,New York,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Director Marketing,Commercial,,Hybrid,2.5,,0.0,,10.0,,Salaried,Not applicable,220000.0,N/A (no overtime/am salaried),20.0,No commission,50000.0,0.03,,,,"3% 1:1 match, 3% 1:2 match (4.5% total match). Annual retirement contribution of 5% per year (based on tenure, goes up to 10%). Total 9.5% match ",,Bachelors,3.0,USD - US dollar,,"Stock bonus ~50,000 per year",
2025-03-20 16:39:08.286000,,Ireland,Cork,,,Biomarin,Private,Pharmaceutical (including “big pharma”),1000-5000,,36 - 40,Senior Research Associate 2,Process Science,"Scale down models, technical transfer, analytical transfer, yield and robustness",In-Person,1.0,,0.0,,8.0,,Salaried,Not applicable,69000.0,N/A (no overtime/am salaried),12.0,No commission,20000.0,4.5,,30000.0,,8% pension match,"Healthcare, vision, dental",Masters,6.0,EUR - euro,,,14.4
2025-03-19 21:41:14.370000,,United States,,New York,,Regeneron Pharmaceuticals ,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Senior Associate Scientist,Research,Pre-clinical research to support drug development programs. ,In-Person,0.0,,0.0,,4.0,,Salaried,Not applicable,93000.0,N/A (no overtime/am salaried),8.0,No commission,0.0,3.0,10000.0,,,401k match,Great healthcare insurance,Bachelors,3.0,USD - US dollar,,Stocks,11.0
2025-03-19 19:19:58.547000,,United States,,Missouri,,Prefer not to say,Public,Contract Manufacturing Organization,5000+,9/10,36 - 40,Scientist II,Analytical Development,Develop analytical test methods and support establishment and qualification activities for a CDMO.,In-Person,7.0,,0.0,,4.0,,Salaried,40.0,77.0,N/A (no overtime/am salaried),6.0,No commission,0.0,3.5,,,,6% 401K match,Solid,Masters,2.0,USD - US dollar,,,5.0
2025-03-19 18:37:25.313000,,United States,,California,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,41 - 45,Associate Director ,Research,"Manage teams, set company strategy, work directly with independent contributors to design experiments and track projects to achieve company goals ",In-Person,0.0,,2.0,,4.0,,Salaried,Not applicable,180000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Company/Institution does not have annual yearly raise,5000.0,50000 options,5000.0,"401k, no match. no pension.","3k HSA, decent healthcare, out of pocket costs between $5-20 for most things",PhD,2.0,USD - US dollar,,None,N/A
2025-03-19 17:17:27.926000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,30 - 35,Associate Scientist II,Research,Hit discovery,In-Person,0.0,,0.0,,2.0,,Salaried,Not applicable,80000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,0.04,5000.0,575 stock options,,Match 401k up to 4%,"Single PPO (BCBS MA): $88 mo premium, $2k deductible, company contributes $2k to HSA",Bachelors,2.0,USD - US dollar,,,0.095
2025-03-19 14:09:47.777000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,"Overall positive, chill environment. Promotion comes slow.",41 - 45,Process Development Senior Scientist ,Analytical Development,,Hybrid,3.0,,0.0,,1.0,,Salaried,Not applicable,129000.0,N/A (no overtime/am salaried),2.0,No commission,0.0,Have not been long enough to have an annual yearly raise,,,49000.0,401k match 5%,Anthem $48/month,PhD,1.0,USD - US dollar,,,0.017
2025-03-19 12:45:42.429000,,United Kingdom,Cambridge,,,Agenus,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Associate Scientist,Research,"50% lab (molbio, TC), 50% office",In-Person,0.0,,0.0,,1.0,,Salaried,Not applicable,37000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Company/Institution does not have annual yearly raise,5000.0,0.0,0.0,"Pension: 2% employee, 8% employer",Vitality health insurance (no pre-existing condition coverage),PhD,1.0,GBP - sterling,,0.0,0.0
2025-03-19 12:43:06.778000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,It sucks ass,46 - 50,"Senior Research Associate, Platform Development",Research,,In-Person,0.0,,0.0,,6.0,,Salaried,Not applicable,100300.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.5,0.0,19000 shares vested over 4 years,5000.0,no match,,Masters,2.0,USD - US dollar,,,10.0
2025-03-19 12:40:34.745000,,United Kingdom,Cambridge,,,Prefer not to say,Private,Diagnostics,1-50,,36 - 40,Scientist,Research,MolBio,In-Person,0.0,,1.0,,2.0,,Salaried,Not applicable,44000.0,N/A (no overtime/am salaried),,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,0.0,0.0,pension,none,PhD,0.0,GBP - sterling,,,
2025-03-19 06:56:36.003000,,Switzerland,Visp,,,Lonza,Public,Contract Manufacturing Organization,5000+,,41 - 45,Scientist,Quality,,In-Person,0.0,,0.0,,5.0,,Salaried,Not applicable,89500.0,N/A (no overtime/am salaried),10.0,No commission,0.0,0.017,,,,,,Bachelors,1.0,CHF,,,0.107
2025-03-17 07:50:32.138000,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,51 - 60,Senior Scientist II,Research,,In-Person,1.0,,1.0,,3.0,,Salaried,Not applicable,172000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,3.0,0.0,,,,,PhD,3.0,USD - US dollar,,,15.0
2025-03-16 15:31:55.892000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Associate Director,Program Management,CMC Program Management,Hybrid,3.0,,0.0,,7.0,,Salaried,Not applicable,190000.0,N/A (no overtime/am salaried),20.0,No commission,25000.0,3.5,,,,,,PhD,2.0,USD - US dollar,,,150% of target
2025-03-15 15:08:08.971000,,United States,,California,,gilead,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Scientist,Analytical Development,Develop methods on CMC basis.,Hybrid,1.0,,0.0,,8.0,,Salaried,Not applicable,125000.0,N/A (no overtime/am salaried),10.0,No commission,6000.0,0.042,10000.0,5000.0,2000.0,"$15,000 401k match yearly","$850 contribution to HSA on HDHP, $10 premium biweekly, Anthem blue cross network individual plan, Deductible = $1700; Total OOP = $4000",Bachelors,5.0,USD - US dollar,,,0.13
2025-03-14 15:09:30.576000,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,30 - 35,Research Associate II,Research,,In-Person,0.0,,0.0,,3.0,,Salaried,Not applicable,97110.0,N/A (no overtime/am salaried),7.0,No commission,5000.0,4.0,,,,,,Bachelors,3.0,USD - US dollar,,,7.0
2025-03-14 10:22:15.073000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Principal Scientist,Research,Chemist,In-Person,0.0,,4.0,,6.0,,Salaried,Not applicable,180300.0,N/A (no overtime/am salaried),20.0,No commission,51000.0,3.0,,,,401k 4.5% match ,"$132 for family, ",PhD,6.0,USD - US dollar,,Restricted stock units,24.0
2025-03-13 18:27:15.260000,,United States,,California,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,30 - 35,Senior Research Associate,Research,,Hybrid,2.0,,0.0,,7.0,,Salaried,Not applicable,118000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.0,0.0,0.0,0.0,,"free healthcare, no out of pocket cost",Bachelors,5.0,USD - US dollar,,,8.0
2025-03-13 13:56:59.764000,,United States,,Massachusetts,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,"4/5: Great place to grow and learn, but constant layoffs and poor management direction greatly impacts morale and productivity. If you go in with an open mind, though, can be a great place to gain skills and experience.",36 - 40,Senior Scientist,Research,,In-Person,0.5,,6.0,,6.0,,Salaried,Not applicable,135000.0,N/A (no overtime/am salaried),12.5,No commission,2000.0,2.8,9500.0,0.0,0.0,"Match vests immediately (4.5%); one-off retirement matches after 3 years and scales w/ age/time served (starts at 5%), for a total of 9.5%, or higher at older ages/time w/ company","Choice between HDPHP, Network or traditional plans, for a single individual about 200-250$/mo",PhD,3.0,USD - US dollar,,,24.0
2025-03-13 09:32:58.737000,,United States,,Oklahoma,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Downstream Manufacturing Associate I,Manufacturing,downstream processing of therapeutic proteins,In-Person,0.0,,0.0,,4.0,,Hourly,40.0,45309.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Company/Institution does not have annual yearly raise,,,,,,High School,1.0,USD - US dollar,,,0.0
2025-03-12 18:19:06.277000,,United States,,Washington,,Bristol Myers Squibb,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Principal Data Scientist,Data Science / Bioinformatics,,Hybrid,2.5,,0.0,,11.0,,Salaried,Not applicable,190000.0,N/A (no overtime/am salaried),16.0,No commission,30000.0,3.0,,,,6% 401k match + 4.5% annual 401k contribution,,PhD,4.0,USD - US dollar,,,0.24
2025-03-11 21:18:28.949000,,Canada,,,Ontario,Eli Lilly,Public,Pharmaceutical (including “big pharma”),5000+,"Recent acquisition by Eli Lilly. Normal inflation-equivalent merit increases. However, loss of over 2000 CAD value in benefits. 3000 or more for those with dependents.
Part of the 9% of company population that did not receive annual RSU grant. ",41 - 45,Senior Production Technician,Manufacturing,Manufacture radiotheranostics for nearby hospitals,In-Person,0.0,,0.0,,3.0,,Hourly,40.0,69500.0,1.5,6.0,No commission,1500.0,0.035,,,,,"Slightly below average benefits for Canadian worker. No HSA, most items 20% deductible ",Associates Degree,1.0,CAD - Canadian dollar,,,0.12
2025-03-11 21:11:31.180000,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,"Extremely fast paced and moderate stress, but exciting work that feels high value",41 - 45,Sr. Research Associate,Research,Assay development and optimization,In-Person,0.0,,0.0,CAPM,6.0,,Salaried,Not applicable,105000.0,N/A (no overtime/am salaried),0.0,No commission,0.0,Have not been long enough to have an annual yearly raise,0.0,,,4% 401k match,"100% dental insurance , 80% health insurance",Bachelors,0.5,USD - US dollar,,0.0,0.0
2025-03-10 21:52:48.623000,,United States,,North Carolina,,Biogen,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Director,Data Science / Bioinformatics,,Remote,5.0,,1.0,,7.0,,Salaried,Not applicable,245000.0,N/A (no overtime/am salaried),20.0,No commission,45000.0,Have not been long enough to have an annual yearly raise,,,,,,PhD,3.0,USD - US dollar,,,
2025-03-10 20:51:15.239000,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Senior Manager ,Clinical,,Hybrid,4.0,,2.0,,5.0,,Salaried,Not applicable,171000.0,N/A (no overtime/am salaried),12.0,No commission,2000.0,3.0,15000.0,4000.0,,,,PhD,3.0,USD - US dollar,,,12.0
2025-03-10 18:04:08.276000,,United States,,California,,Prefer not to say,Public,Diagnostics,1000-5000,,Less than 30,associate director,Marketing/Ops,,Remote,5.0,,10.0,,10.0,,Salaried,Not applicable,200000.0,N/A (no overtime/am salaried),17.0,No commission,20000.0,4.0,,,,401k match is 3% up to 3k,"Hdhp, will give like 1800 for HSA. ",Bachelors,0.0,USD - US dollar,,,15.0
2025-03-10 15:25:54.954000,,United States,,Washington,,Pfizer ,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Support Manufacturing Associate 1,Manufacturing,"My role supports the upstream/downstream teams by stocking rooms, dispensing raw materials, compounding, building and autoclaving parts/assemblies. ",In-Person,0.0,,0.0,,1.0,,Hourly,40-45,59280.0,1.5x base,0.0,No commission,0.0,Company/Institution does not have annual yearly raise,0.0,0.0,0.0,0.0,"High deductible, 180 per week",High School,1.0,USD - US dollar,,No,
2025-03-09 14:20:53.775000,,United States,,California,,Big Pharna,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Scientist ,Research,,In-Person,0.0,,0.0,,24.0,,Salaried,Not applicable,132000.0,N/A (no overtime/am salaried),12.5,No commission,0.0,0.0295,,,,"401k match,  modified pension, health insurance",Multiple plans ,Bachelors,7.0,USD - US dollar,,,
2025-03-09 00:09:05.712000,,United States,,Colorado,,Novo Nordisk,Public,Pharmaceutical (including “big pharma”),5000+,,30 - 35,Senior Research Associate,Research,,In-Person,0.0,,0.0,,2.0,,Salaried,Not applicable,95640.0,N/A (no overtime/am salaried),10.0,No commission,0.0,4.0,,,8000.0,,,Masters,2.0,USD - US dollar,,,12.25
2025-03-08 12:10:20.829000,,United States,,Utah,,Prefer not to say,Private,Industrial Biotech,1-50,,36 - 40,Senior Scientist,Research,,Hybrid,3.0,,2.0,,4.0,,Salaried,Not applicable,120000.0,N/A (no overtime/am salaried),15.0,No commission,0.0,Have not been long enough to have an annual yearly raise,8000.0,0.0,0.0,401(k) 3% match,"HSA, Silver Medical ($2,500 Deductible, $7,100 Max Out-of-Pocket), Dental, Vision, Short Term Disability ($1,385 weekly), Long Term Disability ($6,000 monthly), Life Insurance ($50,000)",PhD,0.25,USD - US dollar,,,0.15
2025-03-07 16:24:48.603000,,United States,,New Jersey,,Merck,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Principal Scientist ,Analytical Development,Analytical Project Lead,Hybrid,2.0,,0.0,,9.0,,Salaried,Not applicable,180250.0,N/A (no overtime/am salaried),24.0,No commission,18000.0,0.03,,,,,,PhD,1.0,USD - US dollar,,RSU,27.0
2025-03-07 15:52:59.993000,,United States,,Pennsylvania,,Merck,Private,Pharmaceutical (including “big pharma”),5000+,"Literally every stereotype of big pharma - medium pay, very high stability, way too many processes and bureaucracy

TC: $135k (110k from salary+OT, 8k from bonus, 17k from other benefits)",46 - 50,"Associate Specialist, Engineering (P1)",Manufacturing,"2nd shift maintenance engineer - in charge of frontline troubleshooting of sterile supply equipment for my whole site (washers, autoclaves, ovens)",In-Person,0.0,,0.0,,4.0,,Salaried,Not applicable,95300.0,$225/4 hours - I received $15k in OT last year,8.0,No commission,0.0,0.03,0.0,0.0,0.0,"401k match 75% up to 6%, pension vests after 3 years, Roth","125/month for health, dental, and visual, BCBS, no HSA",Bachelors,1.5,USD - US dollar,Should have a field for total compensation,0.0,0.0912
2025-03-07 03:07:38.075000,,United States,,California,,Prefer not to say,Private,Biotech Equipment,5000+,,30 - 35,Staff process engineer,Operations,,Hybrid,2.0,,0.0,,7.0,,Salaried,Not applicable,149000.0,N/A (no overtime/am salaried),10.0,No commission,0.0,3.5,10000.0,50000.0,8000.0,0.03,,PhD,3.0,USD - US dollar,,,0.093
2025-03-06 22:34:16.614000,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,41 - 45,Senior Scientist,Data Science / Bioinformatics,,Hybrid,3.0,,0.0,,4.0,,Salaried,Not applicable,190000.0,N/A (no overtime/am salaried),15.0,No commission,20000.0,4.0,,,,,,PhD,2.0,USD - US dollar,,,15.0
