timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,highest_achieved_formal_education,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equity,compensation_sign_on_bonus_value,compensation_stock_options,compensation_retirement_benefits,compensation_healthcare_benefits,compensation_most_recent_annual_yearly_raise,sign_on_relocation_assistance_total_value,company_review
2023-04-03 15:41:12.085000,United States,Syracuse,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Laboratory technician,Masters or Equivalent,None,,6.0,54350.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,0.0,0.0,Standard health and dental,8.7,,Bad
2023-04-04 22:44:52.388000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Senior Research Associate,Masters or Equivalent,None,,2.0,94500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,
2023-04-04 22:46:40.069000,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Masters or Equivalent,None,CMC,2.0,88900.0,N/A (no overtime/salaried),8800.0,Not Applicable/None,,,,,0.04,,:( not having fun
2023-04-06 22:39:53.395000,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Scientist II,PhD or Equivalent,None,,3.0,108000.0,N/A (no overtime/salaried),10% of salary,Not Applicable/None,,N/A,4% Match with 5% investment,HSA,0.0305,,
2023-04-07 08:11:29.019000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Scientist I,PhD or Equivalent,None,,2.0,150000.0,N/A (no overtime/salaried),18000.0,8000.0,15000.0,,4% match ,,5.0,,
2023-04-07 12:43:56.423000,United States,Chicago,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,PhD or Equivalent,None,,5.0,130000.0,N/A (no overtime/salaried),20000.0,3000.0,10000.0,RSUs,401k match and additional yearly 401k deposit,Several options. ,5.0,,
2023-04-08 13:26:49.291000,United States,Boston ,Pharmaceutical (including “big pharma”),Alnylam,Public,1000-5000,Scientist ,PhD or Equivalent,None,,1.0,120000.0,N/A (no overtime/salaried),15.0,20000.0,15000.0,20000.0,401K match 8%,,Have not been long enough to have an annual yearly raise,,Great work culture 
2023-04-10 09:02:03.059000,United States,Philadelphia ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Specialist,Bachelors or Equivalent,None,Pilot-scale clinical manufacturing ,6.0,93000.0,Comp time,9300.0,Not Applicable/None,,,,,4.5,,
2023-04-11 19:58:26.155000,United states,"Cambridge, MA",Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,VP,PhD or Equivalent,None,,20.0,312000.0,N/A (no overtime/salaried),0.3,100000 through incentive program ,30000.0,"No stock, but cash program",Competitive boston biotech package. 50% 401k matching,,0.04,,
2023-04-12 01:31:21.368000,United States,Los Angeles ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal scientist ,Masters or Equivalent,None,,20.0,197750.0,N/A (no overtime/salaried),50000.0,25000.0,,,10% 401k match,,2.0,,
2023-04-12 10:54:55.001000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Scientist,PhD or Equivalent,None,Dmpk,3.0,164000.0,N/A (no overtime/salaried),32800.0,35000.0,10000.0,One third vestment yearly,4% 401k match,Full,3.5,,
2023-04-12 11:09:55.136000,United States,New York,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist,Masters or Equivalent,None,"Scientist - independently conducts R&D experiments to improve drug discovery platform, runs platform, and tests hits with downstream assays as part of tiny team of 1-3 people",7.0,90000.0,N/A (no overtime/salaried),9000.0,Not Applicable/None,0.0,None,401k matches 4%,None,Company/Institution does not have annual yearly raise,,"Work itself has been excellent learning experience, probably accelerating my experience gained beyond the actual years. Management is disappointing as far as making employees happy with compensation/benefits. Management prefers cheapness over all when it comes to labor (preference is for fresh grads, non-phd). Management doesn’t wish to grow internal team and doesn’t want experienced voices to affect direction of company."
2023-04-18 15:31:36.859000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,"R&D, manage several RAs",15.0,138000.0,N/A (no overtime/salaried),28000.0,10000.0,,,,,2.0,,
2023-04-18 22:01:45.694000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,200-1000,Director,Masters or Equivalent,None,Manage CDMOs,7.0,197000.0,N/A (no overtime/salaried),45000.0,10000.0,15000.0,,,,4.0,,
2023-04-19 01:18:26.996000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist,Bachelors or Equivalent,None,,22.0,172370.0,N/A (no overtime/salaried),34474.0,34474.0,,,"401k match 4.5%, pension, health",,4.5,,
2023-04-21 15:40:58.734000,United States,Los Angeles ,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Manufacturing Associate ,Bachelors or Equivalent,None,Drug Substance Purification ,1.0,52000.0,1.5x base,4200.0,Not Applicable/None,,,4% match,,3.0,,
2023-04-24 10:42:32.846000,United States,Boston,Pharmaceutical (including “big pharma”),Novartis,Public,5000+,"Senior Expert I, Data Science",Masters or Equivalent,None,This position is 1-2 levels above the title of a fresh PhD grad. So it is equivalent to a senior or even principal scientist in other companies.,5.0,166400.0,N/A (no overtime/salaried),24960.0,Not Applicable/None,,,,,4.0,,
2023-04-26 21:40:33.035000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,Bachelors or Equivalent,None,Discovery Biology with dual role project management/bench science,8.0,125000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,,,,,0.03,,
2023-04-27 11:13:30.296000,United States,Boston,Pharmaceutical (including “big pharma”),Amgen,Public,5000+,Intern,Associate’s Degree or Equivalent,None,MFG intern in process development,0.0,58864.0,1.5,Not Applicable/None,Not Applicable/None,1500.0,,,,Have not been long enough to have an annual yearly raise,2500.0,
2023-04-29 14:17:40.615000,United States,Boston,Pharmaceutical (including “big pharma”),Moderna,Public,1000-5000,Sr. Associate ,Bachelors or Equivalent,None,Sr associate scientist in QC,3.0,95000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,20000.0,25000.0,6% match,,Have not been long enough to have an annual yearly raise,,
2023-05-05 19:58:24.248000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,Scientist I,PhD or Equivalent,None,Machine Learning Scientist,0.0,155000.0,N/A (no overtime/salaried),15500.0,Not Applicable/None,15000.0,20000.0,,,Have not been long enough to have an annual yearly raise,,
2023-05-06 11:11:00.138000,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Scientist I,PhD or Equivalent,None,,2.0,84000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5000.0,None,100% match up to 4%,,2.0,,"IMO, CROs require harder work for less pay compared to pharma/biotech. However, this comes with the benefit of job security and exposure to many new skills."
2023-05-06 13:38:43.814000,United States,New York City,Pharmaceutical (including “big pharma”),Roivant Sciences,Public,50-200,Rotational Tech Analyst,Bachelors or Equivalent,None,Data/Software Engineer,2.0,107000.0,N/A (no overtime/salaried),17500.0,30000.0,10000.0,RSUs,401k match up to 9500,"Health, dental, vision insurance. HSA contribution match up to 1200.",2500.0,,
2023-05-08 20:22:06.693000,United States,Research Triangle,Pharmaceutical (including “big pharma”),Large CDMO,Private,1000-5000,Senior Director Operations,PhD or Equivalent,None,Senior Director Operations,12.0,230000.0,N/A (no overtime/salaried),25.0,2000.0,,$85000 RSU,0.06,$170 biweekly family of 3,Have not been long enough to have an annual yearly raise,,
2023-05-11 13:37:14.097000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Research Associate I,Bachelors or Equivalent,None,Immunology - In vitro and ex vivo based assays to test safety of developing drug. Flow cytometry panel development for bio markers. ,0.0,80000.0,N/A (no overtime/salaried),6400.0,Not Applicable/None,,"Offer to buy 8,000 shares at about a dollar per share.",None.,"HMO Kaiser, total out of pocket: $2500",Have not been long enough to have an annual yearly raise,,
2023-05-15 14:13:25.986000,United States,"Washington, DC",Pharmaceutical (including “big pharma”),AstraZeneca,Private,5000+,Associate Scientist,Bachelors or Equivalent,None,,1.0,70700.0,"1.5x first 10, 2.0x over 10",8% Base w/ company multiplier (13-14% past two years),Not Applicable/None,0.0,NA,6% 401k match,"Aetna Health Insurance, HSA available (700 a yr?)","4%, recent starter so not unreasonable",,
2023-05-15 16:26:07.873000,United States,Philadelphia,Pharmaceutical (including “big pharma”),Eurofins,Public,5000+,Lab Technician,Associate’s Degree or Equivalent,None,,1.0,29000.0,1.5x base,Not Applicable/None,Not Applicable/None,1000.0,,,,Have not been long enough to have an annual yearly raise,,1/10
2023-05-17 02:35:23.173000,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,QC Associate II,Bachelors or Equivalent,None,Perform routine lab tasks and manage programs to monitor quality of mfg operations,1.0,75000.0,1.5x,0.03,Not Applicable/None,,,401k match 4%,,Have not been long enough to have an annual yearly raise,,
2023-05-19 14:55:24.907000,United States,Boston / Remote,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Associate Director,PhD or Equivalent,DABT,Toxicology Program Rep,7.0,199500.0,N/A (no overtime/salaried),40000.0,40000.0,75000.0,,0.045,,4.0,,
2023-05-20 08:30:36.460000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Associate Director,Masters or Equivalent,"CSCP, CLTD ",AD CSC - manage commercial launches and ongoing supply chain,14.0,175000.0,N/A (no overtime/salaried),31500.0,85000.0,,,401k match 4.5%,,Have not been long enough to have an annual yearly raise,,
2023-05-23 23:20:34.511000,United States,Boston,Pharmaceutical (including “big pharma”),GSK,Public,5000+,Assoicate Scientist,Bachelors or Equivalent,None,,0.0,77000.0,N/A (no overtime/salaried),6160.0,Not Applicable/None,3000.0,0.0,7% then $1:$1 for next four totaling 15%,,Have not been long enough to have an annual yearly raise,,
2023-05-25 16:01:17.783000,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Principal Scientist,Bachelors or Equivalent,None,Manage QC lab support for solid dose drug product. 2 reports.,9.0,84000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,401k match 4%,,Have not been long enough to have an annual yearly raise,,
2023-05-26 11:02:46.171000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Scientist,PhD or Equivalent,None,,0.0,128000.0,N/A (no overtime/salaried),12800.0,Not Applicable/None,5000.0,"60,000 over 4 years at ~$1.5",,>$100/year own contribution,Have not been long enough to have an annual yearly raise,,
2023-06-07 18:13:05.718000,United States,Research Triangle,Pharmaceutical (including “big pharma”),BridgeBio,Public,200-1000,Associate Scientist II,Bachelors or Equivalent,None,,3.0,91500.0,N/A (no overtime/salaried),9150.0,5000.0,,"RSUs given annually, milestone bonuses, and an ESPP",5% 401k match,"No deductible and no premium on insurance for employee or family, including domestic partners. ",5.0,,"I really like working here. Our site is very isolated from the rest of the company in SF, so we tend to not get bogged down in company politics. We have a lot of autonomy and independence, and very little pressure. My management is really good. I generally work 32 hours a week. "
2023-06-13 23:20:44.928000,United States,Boston,Pharmaceutical (including “big pharma”),BioAgilytix Labs,Private,200-1000,Analyst II,Bachelors or Equivalent,None,Within the PK/ADA/NAb analysis team. Run MSD-ECL and ELISA based assays daily in support of validation and sample testing. ,2.0,84000.0,1.5x base,0.1,Not Applicable/None,0.0,0.0,"401k offers 100% match up to 3% of salary, after that they match 50% up to 5% of salary. ",High deductible plan with HSA (with HSA match deductible is $2500 per year) or PPO. ,0.04,0.0,"The experience can vary greatly from team to team. Overall benefits are ok, but you miss out on what larger public companies can offer. CRO industry is highly revenue focused, so workload can be demanding otherwise no money is coming in. The Boston site seems to perform well compared to other locations, is small, and has a lot of talent; but, the company doesn’t want to compete to keep that talent around. "
2023-06-20 18:04:31.321000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Staff Program Manager,Bachelors or Equivalent,PMP,Oncology Companion Diagnostics,7.0,155000.0,N/A (no overtime/salaried),17400.0,Not Applicable/None,10000.0,ESPP (5% discount),8700.0,,Have not been long enough to have an annual yearly raise,,
2023-06-24 12:39:09.287000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Sr. Scientist,Bachelors or Equivalent,None,Sr. Scientist -Assay and Technology Development,8.0,129000.0,N/A (no overtime/salaried),25800.0,20000.0,,60000.0,401k match 4%,"90% Covered, FSA, no HSA",3.0,,
2023-06-27 10:30:51.633000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,1000-5000,Sr Project Manager,Masters or Equivalent,None,,9.0,156000.0,N/A (no overtime/salaried),27000.0,30000.0,,,,,0.04,,
2023-06-30 23:06:34.284000,United States,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Research Associate II,Bachelors or Equivalent,None,,3.0,84000.0,N/A (no overtime/salaried),8.0,Not Applicable/None,5000.0,,4% match and non elective 2.5% yearly contribution ,,5.0,,Very positive 
2023-07-02 01:44:19.720000,United States,San Francisco,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Research Scientist I,PhD or Equivalent,None,,0.0,164000.0,N/A (no overtime/salaried),0.15,Not Applicable/None,10000.0,,9% match,,Have not been long enough to have an annual yearly raise,10000.0,
2023-07-02 11:55:27.131000,United States,Minneapolis,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Manufacturing Associate I,Bachelors or Equivalent,None,,1.0,58000.0,1.5x base,4640.0,Not Applicable/None,,,401k 4% match,"Aetna - $54/mo, HSA optional",3.0,,"Good work/life balance, benefits, and people"
2023-07-02 19:33:01.526000,United States,NJ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,"Associate Director, HEOR",M.D./PharmD/D.D.S. or Equivalent,None,Manage health economics and outcomes research budget for key launch-phase asset. ,6.0,195000.0,N/A (no overtime/salaried),39000.0,Not Applicable/None,20000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-07-04 03:01:08.529000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Counsel,M.D./PharmD/D.D.S. or Equivalent,None,,14.0,240000.0,N/A (no overtime/salaried),48000.0,20000.0,,,1.0,,Have not been long enough to have an annual yearly raise,,
2023-07-08 14:17:30.420000,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Private,200-1000,Project engineer II,Bachelors or Equivalent,None,Validation for commercial mfg equipment for advanced therapies,2.0,75000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,0.0,0.0,5% matching 401k,,0.05,,9/10
2023-07-09 09:31:55.155000,United States,Kansas City,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Senior Associate Scientist I,Bachelors or Equivalent,None,Routine QC testing,2.0,64500.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,401k 4% @ 100%,HSA - Company adds $400. Premiums $1508/yr,1.0,,
2023-07-10 11:37:58.676000,United States,Los Angeles,Pharmaceutical (including “big pharma”),Kite Pharma,Public,50-200,Sr. Research Associate,Masters or Equivalent,None,Analytical Development,2.0,105000.0,N/A (no overtime/salaried),15000.0,13500.0,5000.0,16000.0,"100% match up to $15,000",Full benefits,11.0,,High paced but lots of room to make an impression and get recognized
2023-07-10 16:15:36.256000,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Senior Research Associate,Bachelors or Equivalent,None,Drug Product Gene Therapy Formulations,3.0,93000.0,N/A (no overtime/salaried),9300.0,Not Applicable/None,5000.0,,150% of 6% 401k Match (aka 9% 401k match),Horizon Blue Cross Blue Shield,Have not been long enough to have an annual yearly raise,,
2023-07-17 19:21:53.583000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Director,PhD or Equivalent,None,,14.0,255000.0,N/A (no overtime/salaried),59000.0,75000.0,50000.0,,,,3.0,,
2023-07-18 08:31:52.501000,United States,Boston,Pharmaceutical (including “big pharma”),Cytiva,Public,5000+,Filtration Sales Specialist,Masters or Equivalent,None,,3.0,100000.0,N/A (no overtime/salaried),50000.0,Not Applicable/None,0.0,0.0,0.04,,4.0,,
2023-07-18 20:24:00.680000,United States,Bay Area ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Research associate ,Bachelors or Equivalent,None,Screening and MOA studies ,3.0,87500.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,3000 shares,No matching ,Good benefits,1000.0,,2/5
2023-07-19 14:00:06.446000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Senior Research Associate,Masters or Equivalent,None,Conduct biochemical assays in lead discovery team ,0.0,107500.0,N/A (no overtime/salaried),17500.0,Not Applicable/None,5000.0,"5200 stock options, 25% vested after one year, remaining options vest 1/48th in each subsequent month",4% company 401k match kicks in after 1 year,Medical/vision/dental premiums fully covered by employer,Have not been long enough to have an annual yearly raise,,
2023-07-20 22:16:49.224000,United States,San Antonio,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Research Associate I,Masters or Equivalent,None,Research Associate I - Analytical Development,1.0,60000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-07-21 11:26:32.677000,United States,New York,Pharmaceutical (including “big pharma”),Merck/MSD,Public,5000+,Clinical Scientist ,Bachelors or Equivalent,None,,2.0,95000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,5000.0,,"401k 75% at up to 6%, pension",BCBS,Have not been long enough to have an annual yearly raise,,
2023-07-26 10:08:32.995000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Scientist,PhD or Equivalent,None,Scientist - wet lab R&D antibody discovery,0.0,120000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,12500.0,0.25% company equity,No retirement,"Full premiums covered for employee, not covered for family",Have not been long enough to have an annual yearly raise,10000.0,
2023-07-26 15:01:24.018000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist I ,Bachelors or Equivalent,None,In vitro DMPK ,14.0,130000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,RSUs,401k up to 5% match,,0.03,,
2023-07-29 20:18:57.528000,United States,Boston,Pharmaceutical (including “big pharma”),Bristol Myers Squibb,Public,5000+,Principal Scientist,Masters or Equivalent,None,Bench Scientist ,18.0,150000.0,N/A (no overtime/salaried),0.16,15000.0,0.0,0.0,5% 401k match,,3.0,,This place is a shit show. The research I did at Novartis was better. 
2023-07-31 15:21:08.550000,United states,Research Triangle ,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1000-5000,Research Associate I,Bachelors or Equivalent,None,,1.0,64000.0,N/A (no overtime/salaried),0.2,0.2,0.0,0.2,40% match,Good,0.05,,
2023-08-01 13:17:07.793000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Sr. Process engineer ,Masters or Equivalent,None,,10.0,130000.0,N/A (no overtime/salaried),19500.0,15000.0,0.0,,3% match,"Free healthcare, dental, vision. ",0.03,,
2023-08-14 11:01:37.155000,United States,Research Triangle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Scientist,PhD or Equivalent,None,"Scientist - Nanoparticle Fabrication; LNP testing and immune assays, manage several projects in cell and mouse models, and oversee 1-2 associate scientists",2.0,95000.0,N/A (no overtime/salaried),8% bonus,Not Applicable/None,0.0,None for entry level,401k match at 6% dollar-for-dollar,full health insurance for self and opt-in for spouse/family; full vision and dental insurance; $500k life insurance policy,Have not been long enough to have an annual yearly raise,,Too early to tell yet
2023-08-18 21:02:50.085000,United States,Boston,Pharmaceutical (including “big pharma”),Sanofi,Public,5000+,Research associate,Bachelors or Equivalent,None,,0.0,70000.0,N/A (no overtime/salaried),7000.0,Not Applicable/None,5000.0,,401k match 150% match up to 6%,,3.0,,
2023-08-21 12:44:47.136000,United States,Boston,Pharmaceutical (including “big pharma”),Charles River Labs,Public,5000+,Associate Scientist I/Chemist I,Bachelors or Equivalent,None,Analyze biological samples using protein precipitation and LCMS to analyze new drugs for sponsors.,1.0,50000.0,1.5x,2000.0,Not Applicable/None,,,401k match 6%,,Have not been long enough to have an annual yearly raise,,Negative experience overall.
2023-08-22 11:08:10.324000,United States,Boston,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,50-200,Associate Scientist,Masters or Equivalent,None,Bioinformatics,4.0,115000.0,N/A (no overtime/salaried),11000.0,Not Applicable/None,5000.0,28000 at start,No 401k match yet,,Have not been long enough to have an annual yearly raise,,
2023-08-23 20:47:47.539000,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Scientist,PhD or Equivalent,None,drug product and process development ,4.0,143000.0,N/A (no overtime/salaried),23000.0,Not Applicable/None,25000.0,,,,Have not been long enough to have an annual yearly raise,,
2023-08-25 23:17:42.097000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,scientist II,PhD or Equivalent,None,,4.0,140000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,,,0.05,,
2023-08-25 23:18:50.524000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Subsidiary,50-200,scientist II,PhD or Equivalent,None,,4.0,140000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,,,,,0.05,,
2023-08-26 20:17:11.757000,United States,Philadelphia,Pharmaceutical (including “big pharma”),Prefer not to say,Private,50-200,Automation Engineer,Bachelors or Equivalent,None,,5.0,120000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,,,,,0.08,,
2023-08-31 21:04:50.336000,United States,San Diego ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,"SVP, clinical operations ",Masters or Equivalent,None,global head of clinical operations. Anything touching a clinical trial is under my preview. ,21.0,315000.0,N/A (no overtime/salaried),95000.0,50000.0,40000.0,150000 (1%),"401k match up to 3.5% salary, no premiums for health insurance, dental, vision (including family)",All premiums paid by company for family. ,0.05,0.0,8/10
2023-08-31 23:52:24.103000,United States,San Diego,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Director,PhD or Equivalent,None,,11.0,230000.0,N/A (no overtime/salaried),50000.0,Not Applicable/None,15000.0,,3% 401k match,,0.05,,
2023-09-12 11:37:36.636000,United States,Boston ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,50-200,Document Control Specialist,Bachelors or Equivalent,None,,2.0,73500.0,N/A (no overtime/salaried),6000.0,Not Applicable/None,,,,,5.0,,
2023-09-17 19:04:49.262000,United States,NYC,Pharmaceutical (including “big pharma”),Eisai,Private,5000+,Clinical Data Coordinator,Masters or Equivalent,None,,4.0,80000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,
2023-09-19 12:41:00.956000,united states,DC,Pharmaceutical (including “big pharma”),Prefer not to say,Start-up,1-50,Sr. Scientist,PhD or Equivalent,None,Lead development of therapeutic program.,5.0,127000.0,N/A (no overtime/salaried),12750.0,Not Applicable/None,,7500 shares upon signing and after time vesting,5% match 401k,"health, dental and eye coverage @ approx $300/month",done on an individual basis,,
2023-09-23 22:38:25.833000,United States,Philadelphia ,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Principal Scientist ,PhD or Equivalent,None,Discovery Platforms Dev,2.0,110000.0,N/A (no overtime/salaried),13000.0,Not Applicable/None,0.0,0.0,0.11,,Have not been long enough to have an annual yearly raise,,
2023-09-29 17:15:02.561000,United States,Seattle,Pharmaceutical (including “big pharma”),Prefer not to say,Public,5000+,Quality Control Associate II,Bachelors or Equivalent,None,Performance of in-process and product release testing. Ensure product meets specifications,6.0,79000.0,1.5x,3500.0,Not Applicable/None,10000.0,RSUs,"5% 401k match, roth IRAs available",Benefits comparable to industry - automatic $260 yearly contribution to HSA,"5%, not totally sure. Raises also personal, departmental, and company performance based",19500.0,
2023-10-01 22:00:41.021000,United States,Boston,Pharmaceutical (including “big pharma”),Takeda,Public,5000+,Associate Scientific Director,M.D./PharmD/D.D.S. or Equivalent,None,"Medical affairs role.  Strategy, SME, interface with cross functional teams",5.0,205000.0,N/A (no overtime/salaried),STIP 20% LTIP $45k/yr,$270k total Comp ,10000.0,$45k/yr,0.06,,0.03,10000.0,
2023-10-01 22:02:48.579000,United States,Chicago,Pharmaceutical (including “big pharma”),Abbvie,Public,5000+,Assoc Medical Director,M.D./PharmD/D.D.S. or Equivalent,None,R&D,6.0,250000.0,N/A (no overtime/salaried),0.3,410000.0,105000.0,95000.0,0.06,,Have not been long enough to have an annual yearly raise,4500.0,
2023-10-01 22:32:26.268000,United States,Philadelphia,Pharmaceutical (including “big pharma”),Merck,Public,5000+,"Specialist, Clinical Operations",Bachelors or Equivalent,None,,4.0,105000.0,N/A (no overtime/salaried),10500.0,Not Applicable/None,,,"4.5% 401k match, pension",BCBS,Have not been long enough to have an annual yearly raise,,
2023-10-10 07:01:45.485000,United States,Boston,Pharmaceutical (including “big pharma”),Generate Biomedicines ,Private,200-1000,Scientist I,PhD or Equivalent,None,,3.0,110000.0,N/A (no overtime/salaried),8000.0,Not Applicable/None,,,,,Have not been long enough to have an annual yearly raise,,
2023-10-12 07:39:23.170000,United States,Washington DC,Pharmaceutical (including “big pharma”),Miltenyi Biotec/Lentigen,Private,1000-5000,Process Development Associate I,Masters or Equivalent,None,,1.0,72000.0,1.5x,7000.0,Not Applicable/None,,,"Match base on total contribution, typically 75-100%","Free dental and vision, $25 a month HDP",Have not been long enough to have an annual yearly raise,5000.0,
2023-10-14 17:26:09.987000,United States,San Diego,Pharmaceutical (including “big pharma”),TriLink Biotechnologies,Subsidiary,200-1000,Manufacturing Associate II,Bachelors or Equivalent,None,,6.0,62400.0,"1.5, CA Laws",Not Applicable/None,0.06,,RSO,401k matches up to 7%,HSA/PPA ~60/mo,3.0,,
2023-10-18 14:08:35.714000,United States,Seattle,Pharmaceutical (including “big pharma”),Seagen,Private,1000-5000,Research associate I,Bachelors or Equivalent,None,In-process testing ,2.0,67000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.0,,,,3000.0,,
2023-10-18 16:57:12.068000,United States,Bay Area,Pharmaceutical (including “big pharma”),Prefer not to say,Private,1-50,"Senior Manager, Talent Acquisition",Masters or Equivalent,None,,11.0,130000.0,N/A (no overtime/salaried),13000.0,Not Applicable/None,,,,,Company/Institution does not have annual yearly raise,,
2023-10-22 16:30:53.182000,United States,Seattle,Pharmaceutical (including “big pharma”),Just-Evotec Biologics,Public,200-1000,Sr. Scientist,PhD or Equivalent,None,Purification Process Development for manufacturing pharmaceutical biologics ,5.0,125000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,20000.0,Not yet currently built into compensation packages,Matching up to 6% of paycheck. ,"Two levels of healthcare, as well as dental and eye. Yearly health fund.",0.05,,"10/10, a great company "
2023-10-23 17:08:40.134000,United States,St Louis,Pharmaceutical (including “big pharma”),Prefer not to say,Private,5000+,Scientist II,Bachelors or Equivalent,None,,8.0,76500.0,1.5x base ,7500.0,Not Applicable/None,,,6% 401k match,,3.25,,
