timestamp,what_country_do_you_work_in,where_is_the_closest_major_city_or_hub,where_are_you_located,biotech_sub_industry,company_or_institution_name,company_details_publicprivatestartup_subsidiary_of,company_detail_approximate_company_size,role_title_of_current_position,what_degrees_do_you_have,list_other_relevant_and_recognized_certifications,briefly_describe_your_position,years_of_experience,compensation_annual_base_salarypay,compensation_overtime_pay,compensation_annual_target_bonus,compensation_annual_equitystock_option,compensation_most_recent_annual_yearly_raise,compensation_sign_on_bonus_value,compensation_sign_on_stockequity_options,compensation_retirement_benefits,compensation_retirement_percent_match,compensation_healthcare_benefits,sign_on_relocation_assistance_total_value,company_review,work_life_balance_on_average_how_many_hours_do_you_work_per_week,survey_feedback
2024-04-26 01:42:56.516000,,,"Carolinas & Southeast (From NC to AR, South FL and LA)",Contract Manufacturing Organization,Prefer not to say,Private,1000-5000,Manufacturing Associate,Associate’s Degree or Equivalent,None,Downstream MFG Tech,6.0,85000.0,1.5x,up to 5% base (received 2.4% in 2024 for 2023 end of year),Not Applicable/None,0.02,,,401k match 6%,,,5000.0,,41 - 45,
2024-04-26 01:19:14.850000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,1000-5000,Senior Director Bioanalysis,PhD or Equivalent,None,Senior Director of Bioanalytical - direct internal and external bioanalytical development supporting discovery to early stage clinical research,25.0,280000.0,N/A (no overtime/salaried),25% of base ,RSU/options,0.02,,RSU and option grant,401k match at 4%,,,,Good company - crazy and dangerously ambitious.  Scary Damn the Torpedos!  Full Speed Ahead philosophy.,51 - 60,
2024-04-26 01:07:09.843000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Public,200-1000,Research Associate II,Bachelors or Equivalent,None,"DMPK RA, Run and Develop Bioanalytical Methods",3.0,91900.0,N/A (no overtime/salaried),10% Base Salary,10000.0,0.03,5000.0,,"401K match 50% tell 14,000$",,Good Benefits,,Good place to grow,30 - 35,Good!
2024-04-25 23:41:57.877000,,,"New England (MA, CT, RI, NH, VT, ME)",Oncology,Prefer not to say,Start-up,1-50,Executive assistant,Bachelors or Equivalent,None,,18.0,151000.0,N/A (no overtime/salaried),15000.0,Not Applicable/None,0.03,10000.0,15000 shares,None,,Health and dental premium with BCBS employee pays only 10%.  HSA funded $5000 each year ,,,Less than 30,
2024-04-25 20:40:22.118000,,,Argentine,Academia/Research/Institution,CONICET,Academia/College/Universities,5000+,Phd student,Bachelors or Equivalent,None,,3.0,9600.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,0.0,0.0,,health insurance,0.0,,41 - 45,good
2024-04-25 18:56:20.691000,,,West Coast (California & Pacific Northwest),Medical/Health Devices,PROCEPT BIOROBOTICS,Public,200-1000,Systems engineer ,High School or Equivalent,Comptia a+,,9.0,97000.0,N/A (no overtime/salaried),9700.0,20000.0,2.0,,,401k match,,,,Great!,30 - 35,
2024-04-25 17:53:23.832000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Director ,PharmD or Equivalent,None,,10.0,231000.0,N/A (no overtime/salaried),50000.0,50000.0,0.03,,,401k 6% match,,,,,41 - 45,
2024-04-25 15:57:41.714000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Legend Biotech,Public,200-1000,QC Analyst III,"High School or Equivalent, Bachelors or Equivalent",None,,4.0,99000.0,N/A (no overtime/salaried),8400.0,5000.0,0.048,,,401k match 100% up to 3% then 50% match up to 5%,,,,,36 - 40,
2024-04-25 13:32:21.959000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,5000+,Upstream Process Engineer,Bachelors or Equivalent,None,,6.0,95000.0,N/A (no overtime/salaried),0.07,Not Applicable/None,0.04,,,401k match,,,,,41 - 45,
2024-04-25 07:13:38.252000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Vertex,Public,5000+,Director of Architecture ,Bachelors or Equivalent,None,Software engineer and architect managing a team of two to support cloud computing needs for research teams,14.0,230000.0,N/A (no overtime/salaried),20000.0,50000.0,0.03,25000.0,0.0,0.06,,,,Great company and benefits.. generous vacation time..,41 - 45,
2024-04-25 05:57:44.006000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Sanofi,Public,5000+,Senior Research Associate,Bachelors or Equivalent,None,,7.0,92000.0,N/A (no overtime/salaried),0.1,Not Applicable/None,0.03,,,Match 9% if you put in 6,,,,,36 - 40,
2024-04-25 00:38:01.744000,,,"DC Metro Area (DC, VA, MD, DE)",Biotech Equipment,Prefer not to say,Start-up,50-200,FAS,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,Field App Scientist supporting biotech capital equipment ,5.0,144000.0,N/A (no overtime/salaried),25000.0,Not Applicable/None,0.03,0.0,"7500 shares, pre IPO",401k employee contribution only ,,"PPO, employee covered, portion of family covered",,"Great technology, inexperienced management with strong bias against remote employees",36 - 40,
2024-04-24 17:35:13.673000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,BMS,Public,5000+,Principal Scientist,Masters or Equivalent,None,Preclinical Research biologist,15.0,155000.0,N/A (no overtime/salaried),0.16,33000.0,0.03,0.0,0.0,0.06,,,,Not great here. Pretty bad actually. Wish I never took this job.,51 - 60,
2024-04-24 17:07:32.604000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,BMS,Public,5000+,Research Operations Specialist,High School or Equivalent,None,Laboratory operations support,2.0,91000.0,N/A (no overtime/salaried),7299.0,15000.0,0.03,,,401k 6% match,,"HSA - Aetna Consumer Choice. $700 annual contribution. $1600 Deductible. Costs $90/mo
Vision - Eyemed. $7.40/mo
Dental - MetLife. $50 individual deductible. $150 family deductible. $2000 max yearly individual benefit. Costs $17/mo",,,36 - 40,
2024-04-24 16:39:30.051000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,200-1000,Associate Scientist III,Bachelors or Equivalent,None,,5.0,120000.0,N/A (no overtime/salaried),16200.0,Not Applicable/None,Company/Institution does not have annual yearly raise,8000.0,"9000 shares, $6 excercise price, $18 share price)",6% 401k match up to $7500,,"all paid for, plus up to $1500 HSA by employer",,,36 - 40,
2024-04-24 13:57:12.613000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,BMS,Public,5000+,Director,"Bachelors or Equivalent, PhD or Equivalent",None,,12.0,240000.0,N/A (no overtime/salaried),54000.0,60000.0,2.0,,,6% 401K match,,High deductible plan with HSA,,Overall positive. Recent layoffs negatively impacting culture.,46 - 50,
2024-04-24 09:38:09.626000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Biomerieux ,Public,5000+,Field applications specialist ,Bachelors or Equivalent,None,Install and train end users on instrument and be an ongoing technical guide ,8.0,92000.0,N/A (no overtime/salaried),30000.0,Not Applicable/None,0.04,,,401k match 6% ,,,,"After recent reorg, it’s making it hard to want to stay in this role",36 - 40,
2024-04-24 08:09:03.264000,,,"New England (MA, CT, RI, NH, VT, ME)",Small oncology focused moving to phase 3 ,Tango Therapeutics,Public,50-200,"Manager, QA",Bachelors or Equivalent,None,QA for CMC/ GMP external activities and Systems,9.0,150000.0,N/A (no overtime/salaried),22500.0,20000.0,0.035,5000.0,1750 RSUs and 10500 options,3% 401k match,,contributes half of deductible into HSA,,"good company, lots of events and awards to keep morale high",36 - 40,
2024-04-23 21:51:12.137000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Alector,Public,200-1000,Research Associate II,Masters or Equivalent,None,iPSC disease modeling ,2.0,93000.0,N/A (no overtime/salaried),9300.0,1200.0,3.0,5000.0,,3% 401k match,,,,great location and culture,41 - 45,
2024-04-23 16:18:13.736000,,,"New England (MA, CT, RI, NH, VT, ME)",Consumables,IDT ,Subsidiary,1000-5000,Territory sales manager ,Masters or Equivalent,None,Sales rep for New England. Sell genomics products to researchers,18.0,128000.0,N/A (no overtime/salaried),60000.0,Not Applicable/None,0.03,0.0,0.0,6% 401k match,,Comprehensive healthcare options ,Car allowance $750,Excellent company to work for in terms of reputation. Very complicated products and stressful job,46 - 50,Good luck 
2024-04-23 15:39:30.177000,,,Germany,Biotech start-up,Prefer not to say,Start-up,50-200,Associate Principal Scientist,PhD or Equivalent,None,"Associate Principal Scientist - data science with omics data for target ID, biomarker discovery, and small app development",10.0,100000.0,As leave time (personal time off),15000.0,Not Applicable/None,Company/Institution does not have annual yearly raise,,stock options,Pension match up to 250 per month ,,,,4.0,41 - 45,"Not bad, to the point, but very US focused."
2024-04-23 14:17:27.111000,,,West Coast (California & Pacific Northwest),Food,Prefer not to say,Start-up,1-50,Senior Process Engineer,Masters or Equivalent,PE,,12.0,145000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,5000.0,,"401k offered, but no match",,"100% paid health, dental, vision insurance",,,36 - 40,
2024-04-23 12:29:07.278000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Associate Scientist,Masters or Equivalent,Data Science and Coding Certs,"Assay development, drug screens, data analysis",6.0,100000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,8k in options (useless),None,,Blue shield,0.0,"Chaotic leadership, bad morale and culture, frustrating job",30 - 35,
2024-04-23 11:54:51.940000,,,"DC Metro Area (DC, VA, MD, DE)",Academia/Research/Institution,Prefer not to say,Private,1-50,Scientist ,PhD or Equivalent,None,,9.0,140000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,"4% match, 401k",,,,,,
2024-04-23 10:44:47.805000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,AbbVie,Public,5000+,Senior Scientist I,PhD or Equivalent,None,,1.0,138000.0,N/A (no overtime/salaried),11000.0,Not Applicable/None,2.78,5000.0,,401K match up to 6%,,HSA,,,41 - 45,
2024-04-23 10:22:57.010000,,,Canada,Agriculture,Prefer not to say,Academia/College/Universities,50-200,Associate Director,"Masters or Equivalent, PhD or Equivalent",None,,12.0,101000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,2.0,,,100% matching pension,,"Full dental, pharma, vision for myself and family. Approx $300/mo cost. Low deductible",,Excellent place to work!,36 - 40,
2024-04-23 01:05:38.375000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,BMS,Public,5000+,Senior Research Associate ,Bachelors or Equivalent,None,Sr. Research Associate - Gene Delivery PD,4.0,122000.0,1.5x base,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,401K,,PPO - $150/paycheck,,,36 - 40,
2024-04-23 00:36:42.084000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,50-200,Scientist/Engineer,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",Engineering degree,Scientist/Engineer,0.0,155000.0,N/A (no overtime/salaried),Not Applicable/None,100000.0,We get monthly CPI adjustments.,,ISOs,4% 401k,,"Good healthcare, vision, everything.",10000.0,Good,51 - 60,
2024-04-23 00:10:38.355000,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Broad Institute ,Academia/College/Universities,1000-5000,Computational Associate Ii,Masters or Equivalent,None,,5.0,90000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,0.03,,,,,,
2024-04-22 22:06:43.275000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Public,1000-5000,Principal Scientist,PhD or Equivalent,None,Principal Scientist R&D,5.0,185000.0,N/A (no overtime/salaried),0.2,82000.0,Have not been long enough to have an annual yearly raise,20000.0,78000.0,5% 401k match,,,,,46 - 50,
2024-04-22 20:53:19.579000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Genentech/Roche,Public,5000+,Patient Centered Outcomes Research Scientist,"High School or Equivalent, Associate’s Degree or Equivalent, Bachelors or Equivalent, Masters or Equivalent",None,,3.0,163000.0,N/A (no overtime/salaried),17000.0,2000.0,0.03,12500.0,n/a,401k match,,,,,41 - 45,
2024-04-22 19:37:08.757000,,,"New England (MA, CT, RI, NH, VT, ME)",Medical/Health Devices,Prefer not to say,Public,5000+,Principal Scientis,PhD or Equivalent,None,,20.0,15.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,3.0,,,,,Less than 30,
2024-04-22 19:34:41.433000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Sr. Research Associate II,Bachelors or Equivalent,None,"Process development, tech transfer, conjugation chemistry R&D. Moving into a regulatory role in growing company.",3.0,104000.0,N/A (no overtime/salaried),10400.0,Not Applicable/None,0.04,,25% of stocks vested after 1st year. Set amount are vested monthly until i reach my fourth year (fully vested),"401k match 1%, no pension.",,"Kaiser platinum plan HMO, 20$ fee w every visit, 75% family coverage, 15,000 TOOP, HSA contributions.",,,Less than 30,"Thank you for adding the additional supplemental questions, and helping provide transparency to the science community!"
2024-04-22 18:53:46.741000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Private,1-50,Associate Director,PhD or Equivalent,None,,10.0,185000.0,N/A (no overtime/salaried),23125.0,Not Applicable/None,5.0,0.0,"35,000 shares",401k match up to $5k,,100% employee healthcare. 75% family healthcare ,,,,
2024-04-22 18:50:06.935000,,,"New England (MA, CT, RI, NH, VT, ME)",Contract Manufacturing Organization,Prefer not to say,Private,1-50,Lead scientist ,PhD or Equivalent,None,Head of R&D group at a small biotech,20.0,165000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,None,,Full family coverage entirely paid by company ,,,41 - 45,
2024-04-22 17:46:52.142000,,,Switzerland,Industrial Biotech,Prefer not to say,Start-up,1-50,Principal Scientist ,PhD or Equivalent,None,,10.0,12800.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,3.0,,,Pension,,,,,41 - 45,
2024-04-22 17:38:09.071000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Bristol Myers Squibb,Public,5000+,Scientist,Bachelors or Equivalent,None,,7.0,116000.0,N/A (no overtime/salaried),16000.0,Not Applicable/None,3.0,,,401k match 6%,,,,,36 - 40,
2024-04-22 17:30:17.613000,,,West Coast (California & Pacific Northwest),Contract Manufacturing Organization,Prefer not to say,Public,1000-5000,Sr. Scientist,Masters or Equivalent,None,Sr. Scientist - manage upstream laboratory support for development of biologics.  Manage 3 junior scientists.,8.0,137000.0,N/A (no overtime/salaried),8200.0,2000.0,0.04,20000.0,,401k 6% match,,,,,46 - 50,
2024-04-22 14:54:48.686000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Start-up,1-50,Svp Marketing and BD,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,,22.0,230000.0,N/A (no overtime/salaried),0.2,50000.0,Company/Institution does not have annual yearly raise,0.0,0.0,401k no match,,Standard. No life insurance,,,36 - 40,
2024-04-22 14:43:15.943000,,,West Coast (California & Pacific Northwest),Animal Health,Zoetis,Public,5000+,Quality Assurance Scientist,Bachelors or Equivalent,None,,12.0,78500.0,N/A (no overtime/salaried),6000.0,Not Applicable/None,0.05,0.0,0.0,0.05,,,,,36 - 40,
2024-04-22 14:29:46.185000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Johnson and Johnson,Public,5000+,Senior Associate Scientist,Bachelors or Equivalent,None,Author regulatory filing sections for lentiviral vector DS and respond to health authority questions. Perform technical evaluations for CPV parameters. ,5.0,112400.0,N/A (no overtime/salaried),10116.0,Not Applicable/None,2.18,,,401k and pension,,"High deductible health insurance (Aetna) with HSA (Bank of America), $500 company contribution to insurance for completing screenings preventative care and other activities, $500 wellness reimbursement for exercise equipment and healthy eating including CSA and meal delivery kits as well as fitness trackers including smart watches",,"Workload is good as well as work flexibility. Organization has severe leadership issues however from department to CEO and has been focused on cost-cutting measures including large swathes of layoffs for ""underperforming"" business/therapeutic sectors",Less than 30,
2024-04-22 14:18:24.490000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Private,50-200,Scientist 1,PhD or Equivalent,None,,0.0,260000.0,N/A (no overtime/salaried),35000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,Above market,,,,,41 - 45,
2024-04-22 13:18:45.207000,,,United Kingdom and Ireland,Industrial Biotech,Prefer not to say,Start-up,1-50,Principal Scientist,PhD or Equivalent,None,,9.0,55000.0,N/A (no overtime/salaried),Not Applicable/None,80000.0,Company/Institution does not have annual yearly raise,,,2% match pension,,,,,51 - 60,
2024-04-22 12:59:27.535000,,,Canada,Big Pharmaceuticals,Prefer not to say,Public,200-1000,Research Scientist,PhD or Equivalent,None,,10.0,92000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,, ,,,,,41 - 45,
2024-04-22 12:44:27.457000,,,"New England (MA, CT, RI, NH, VT, ME)",Big Pharmaceuticals,Prefer not to say,Start-up,50-200,Sr. Software Engineer,Bachelors or Equivalent,None,,5.0,190000.0,N/A (no overtime/salaried),20000.0,80000.0,3.0,10000.0,,all,,,,,36 - 40,
2024-04-22 11:49:30.062000,,,"New England (MA, CT, RI, NH, VT, ME)",Academia/Research/Institution,Prefer not to say,Academia/College/Universities,5000+,Postdoc,PhD or Equivalent,None,Postdoc computational biology,5.0,75000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,5.0,0.0,0.0,401k match 6%,,,2000.0,,46 - 50,
2024-04-22 11:38:47.538000,,,"New England (MA, CT, RI, NH, VT, ME)",Consulting,Prefer not to say,Private,50-200,Consultant,Bachelors or Equivalent,None,,5.0,95000.0,N/A (no overtime/salaried),30000.0,Not Applicable/None,10.0,,,401k,,,,,46 - 50,
2024-04-22 10:58:37.902000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,1-50,Manager,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,Data Science / Bioinformatics / ML,6.0,150000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,10.0,,,401k,,Great Insurance,,Excellent ,46 - 50,
2024-04-22 09:56:51.009000,,,"New England (MA, CT, RI, NH, VT, ME)",Agriculture,Prefer not to say,Start-up,1-50,"Director, Computational Biology",PhD or Equivalent,None,"Manage team of 4 bioinformatics & data scientists & engineers. Bioinformatics pipelines, data analysis, and vaccine design.",7.0,194000.0,N/A (no overtime/salaried),29000.0,Not Applicable/None,0.04,,0.005,401k match up to 4%,,,,,41 - 45,
2024-04-22 08:54:51.169000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,200-1000,Principal Scientist,PhD or Equivalent,None,,8.0,254000.0,N/A (no overtime/salaried),52000.0,140000/4,4.0,,200000/4,401k match,,No cost health insurance,,,60+,
2024-04-22 08:39:28.155000,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Start-up,1-50,Head,PhD or Equivalent,None,Lead a function,11.0,160000.0,N/A (no overtime/salaried),Not Applicable/None,12000.0,Company/Institution does not have annual yearly raise,0.0,0.0,0.0,,,,,36 - 40,
2024-04-22 08:06:45.101000,,,"Midwest (From OH to KS, North to ND)",Academia/Research/Institution,Michigan State University,Academia/College/Universities,5000+,Graduate Research Assistant,Bachelors or Equivalent,None,,4.0,33000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,0.0,None,None,,"$50 deductible per visit, insured by BCBS MI. No HSA, vision and dental cost extra and are not included.",,"Institution is great, my experience within my particular position has been less than stellar.",51 - 60,
2024-04-22 05:20:38.431000,,,France,Big Pharmaceuticals,Prefer not to say,Private,5000+,Senior Principal Scientist,"High School or Equivalent, Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,,11.0,72000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,6.0,,,pension,,,,,36 - 40,
2024-04-22 05:12:48.141000,,,"DC Metro Area (DC, VA, MD, DE)",Industrial Biotech,Prefer not to say,Start-up,50-200,Principal Scientist,PhD or Equivalent,None,Principal Bioinformatics Engineer,13.0,220000.0,N/A (no overtime/salaried),Not Applicable/None,380000.0,Have not been long enough to have an annual yearly raise,,,401k,,,,,46 - 50,
2024-04-22 04:34:43.355000,,,Germany,Academia/Research/Institution,Prefer not to say,Academia/College/Universities,5000+,Associate Scientist Doctoral Student,Masters or Equivalent,None,Doctoral student,2.0,33934.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,None,,,,,36 - 40,
2024-04-22 02:47:11.060000,,,Poland,Big Pharmaceuticals,Prefer not to say,Private,50-200,Head,PhD or Equivalent,None,,15.0,50000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,10.0,,,yes,,yes,,,41 - 45,
2024-04-22 00:49:02.496000,,,EU,Small pharma,Prefer not to say,Private,1-50,Head of Clinical Develompment,"PhD or Equivalent, MD or Equivalent",None,,4.0,120000.0,N/A (no overtime/salaried),10000.0,Not Applicable/None,Company/Institution does not have annual yearly raise,,,0.0,,,,,51 - 60,
2024-04-22 00:06:31.586000,,,West Coast (California & Pacific Northwest),Academia/Research/Institution,Prefer not to say,Public,200-1000,Research Associate,Bachelors or Equivalent,None,,3.0,58500.0,1.5 base,Not Applicable/None,Not Applicable/None,0.03,3000.0,,401k match,,,,,36 - 40,
2024-04-22 00:01:59.626000,,,"DC Metro Area (DC, VA, MD, DE)",Industrial Biotech,Avstera therapeutics ,Start-up,1-50,Research assistant ,Bachelors or Equivalent,None,,1.0,55000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Company/Institution does not have annual yearly raise,,,TIAA,,,,,Less than 30,
2024-04-21 23:15:58.612000,,,"Midwest (From OH to KS, North to ND)",Academia/Research/Institution,Prefer not to say,Academia/College/Universities,5000+,Scientist I,PhD or Equivalent,None,Bioinformatician,5.0,75000.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,0.05,0.0,none,403b / 457b / state pension,,many good health care options + dental + vision,0.0,"Decent work life balance, great amount of PTO and sick time. Sick time can be banked to pay for continued health care after retirement",36 - 40,
2024-04-21 23:13:13.326000,,,"Midwest (From OH to KS, North to ND)",Academia/Research/Institution,Indiana University school of medicine,Academia/College/Universities,200-1000,Fellow,PhD or Equivalent,None,,2.0,62.0,N/A (no overtime/salaried),Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,0.0,,yes,,,,,41 - 45,
2024-04-21 22:47:00.183000,,,West Coast (California & Pacific Northwest),Biotech Equipment,Prefer not to say,Start-up,50-200,Data Scientist ,PhD or Equivalent,None,,2.0,145000.0,N/A (no overtime/salaried),14500.0,50000.0,Have not been long enough to have an annual yearly raise,,,401k match 4%,,,,,41 - 45,
2024-04-21 22:10:49.223000,,,Canada,Big Pharmaceuticals,Prefer not to say,Public,200-1000,Research Scientist,"High School or Equivalent, Bachelors or Equivalent, PhD or Equivalent",None,,2.0,100000.0,N/A (no overtime/salaried),Not Applicable/None,10000.0,6.0,0.0,Stock options and RSUs granted ,6% RRSP (not matching),,Good package for Canada ,,Not so great culture after recent layoffs,41 - 45,
2024-04-21 21:39:08.974000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Private,5000+,Sr. Associate Development Engineer,Masters or Equivalent,None,Upstream Process Development (Cell Culture),5.0,124000.0,N/A (no overtime/salaried),6200.0,Not Applicable/None,3.2,0.0,"ESPP: 15% discounted shares, 1 year vesting",10% 401k match,,,,Very pleased with my career at a large biotech company. ,41 - 45,
2024-04-21 21:01:02.641000,,,"Pharma Central (NY, NJ, PA)",Industrial Biotech,Prefer not to say,Start-up,50-200,Manager Computational Biology,"Bachelors or Equivalent, Masters or Equivalent, PhD or Equivalent",None,,6.0,205000.0,N/A (no overtime/salaried),24000.0,15000.0,6.0,10000.0,Equity Options vested over 4 years,0.045,,aetna covered,,,41 - 45,
2024-04-21 20:39:38.201000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,50-200,Senior Product Manager,PhD or Equivalent,None,,7.0,180000.0,N/A (no overtime/salaried),Not Applicable/None,Unknown at this time,0.04,5000.0,Options that start to vest at 1 year then monthly. Fully vested at 4 years.,None,,Decent PPO with moderate employee contribution,,,46 - 50,
2024-04-21 20:36:00.097000,,,West Coast (California & Pacific Northwest),Instrumentation,Prefer not to say,Public,5000+,Staff Engineer,PhD or Equivalent,None,,4.0,164000.0,N/A (no overtime/salaried),16400.0,875.0,2.5,0.0,0.0,3.0,,,,,41 - 45,
2024-04-21 20:31:48.539000,,,"Pharma Central (NY, NJ, PA)",Pre-revenue biotech,Prefer not to say,Public,50-200,VP Finance,Masters or Equivalent,CPA,VP Finance and Chief Accounting Officer,18.0,375000.0,N/A (no overtime/salaried),93750.0,100000.0,0.05,20000.0,50000 stock options,5% 401k match,,"90% employer paid healthcare, 100% vision and dental",,,30 - 35,
2024-04-21 20:28:08.198000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Start-up,200-1000,Systems Engineer 2,Bachelors or Equivalent,None,,2.0,113000.0,N/A (no overtime/salaried),7910.0,15000.0,0.03,,,401k match 4%,,,,,51 - 60,
2024-04-21 20:23:08.608000,,,West Coast (California & Pacific Northwest),Big Pharmaceuticals,Prefer not to say,Private,200-1000,Associate Director,PhD or Equivalent,None,,9.0,230000.0,N/A (no overtime/salaried),46000.0,Not Applicable/None,4.0,,"30,000 ISOs","$7500 401k match, $2000 HSA match",,,,,46 - 50,
2024-04-21 19:24:21.563000,,,West Coast (California & Pacific Northwest),Biotech Software,Benchling,Private,200-1000,Senior Product Manager,PhD or Equivalent,None,,6.0,205000.0,N/A (no overtime/salaried),Not Applicable/None,95000.0,0.05,20000.0,,0.03,,,,,46 - 50,
2024-04-21 18:52:01.479000,,,"South & Mountain West (TX to AZ, North to MT)",Chemical,Prefer not to say,Start-up,50-200,Senior Research Chemist,PhD or Equivalent,None,"Sr Scientist.  Project lead for R&D, manage small team of 3-5 techs. ",2.0,115000.0,N/A (no overtime/salaried),20000.0,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,"3% match, fully vested",,,"5,000 relocation",,46 - 50,
2024-04-21 17:44:54.274000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Prefer not to say,Public,5000+,"Specialist, Manufacturing",Bachelors or Equivalent,None,"Support deviation/CAPA management, change management, batch documentation updates, ad hoc tasks for manufacturing floor",4.0,91000.0,N/A (no overtime/salaried),0.08,Not Applicable/None,0.03,,,401k 100% match up to 4%,,,,,30 - 35,
2024-04-21 14:03:43.362000,,,West Coast (California & Pacific Northwest),Industrial Biotech,Prefer not to say,Public,1000-5000,Scientist I,PhD or Equivalent,None,Non-manager scientist R&D,2.0,120000.0,N/A (no overtime/salaried),12000.0,31100.0,Have not been long enough to have an annual yearly raise,,RSU,401K match 6%,,HSA ,Movers paid for + $10000,,36 - 40,
2024-04-21 10:00:54.776000,,,spain,gen therapy,Prefer not to say,Private,,technician,MD or Equivalent,None,,4.0,35000.0,2x,Not Applicable/None,Not Applicable/None,Have not been long enough to have an annual yearly raise,,,0.0,,,,,41 - 45,N/A
2024-04-20 10:39:01.290000,,,"Pharma Central (NY, NJ, PA)",Big Pharmaceuticals,Bristol Myers Squibb,Public,5000+,"Associate Director, US Commercial Strategy & Operations",Bachelors or Equivalent,None,,7.0,187000.0,N/A (no overtime/salaried),37000.0,22000.0,3.0,,,Not sure,,,,,,
