Timestamp,Email Address,Which country do you work in?,What City do you work in?,Which US state do you work in?,Which Canadian Province do you work in?,Company or Institution Name,Which of the following best describes your company?,Biotech sub industry?,Company Detail - Approximate Company Size,Provide a review and rate your company/institution and experience,"Work Life Balance - On average, how many hours do you work per week","What is your official job title?

This should match the title that was present on your offer letter. 

Some examples: Research Associate, Scientist, Scientist I/II/III, Senior Scientist, Principal Scientist, Manager, Lab Technician, VP, Director etc.

If your job title includes additional detail, please include e.g. Director of Bioinformatics","Which department best describes your role? If you can't find one that fits your specific role, select 'Other' and describe
",Briefly describe your position and responsibilities,"Do you work In-Person, Remote, or Hybrid?",How many days on average per week do you work from home?,What degrees do you have?,"How many total years of experience in post-docs do you have? (If none, enter 0)","List other relevant and recognized certifications
","Please enter your total years of experience in the field

DO NOT INCLUDE years in BSc, Masters, PhD, or post-bacc/post-doc",What currency will you be answering these questions in?,Are you a salaried or hourly employee,"If you are an hourly employee, how many hours per week do you work?","Annual Base Salary 

What is your annual BASE salary? Do not include bonus or stocks

If you are paid hourly, multiply by 2080 to convert to yearly (assuming you work 40hr/week)","Overtime Pay

How is overtime handled on a per hour basis? (1.5x base, 2x base, etc)","Annual Target Bonus in PERCENTAGE (%)

This should be stipulated prior to your employment. DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).","Commission

If you are compensated with commission how much is your commission? (Please indicate if answering in percentage or absolute monetary value)","Annual Equity/Stock Option

Please enter the grant/market value of your long-term incentive. Use the annualized amount if distributed over several years. Enter 0 if none or not applicable. 

DO NOT include equity when signing on or one-time equity bonuses","Most recent annual yearly raise (%)

Companies typically do yearly raises across the board for all employees. This is not to be confused with promotions or raises that were requested.
","[Sign on] Bonus Value
This is a one-time bonus you may have received when signing-on. This is not a bonus that reoccurs","[Sign on] Stock/Equity Options
Briefly describe sign on stock/equity options that is available","[Sign on] Relocation Assistance Total Value

This is the total value of the relocation assistance including but not limited to tax-true ups company may have paid, movers expenses, shipping of vehicles, temporary living, etc.","Retirement Benefits (free text)
Briefly describe retirement benefits. For example 401k match %, pension, etc","Healthcare Benefits (free text)
Describe healthcare benefits - costs, deductibles, outfamily plan, insurance provider, total out of pocket, HSA contributions, etc","Select the highest level of education that you have that's relevant to your occupation. If you have multiple (e.g. PhD + MD) please select ""Other"" and describe",How many years have you been working at this current position?,What currency will you be answering these quesitons in?,Survey feedback,"Any other type of annual bonus? Please describe.

 DO NOT include one-time bonuses (spot bonuses, signing bonuses, referral bonuses).
","How much of your bonus did you receive in the last cycle?

e.g. maybe your target bonus was 10%, but you actually got 8% this year. So here you would write ""8%""
"
4/7/2025 15:08:03,,United States,,Michigan,,Prefer not to say,Public,Medical/Health Devices,5000+,,36 - 40,QC Development Scientist I,Quality,"out of specification reports, trouble shooting, method validation",In-Person,0,,0,,4,,Hourly,40,57200,1.5,5,No commission,0,3,,,,401k match up to 4K,,Bachelors,4,USD - US dollar,,,3
4/7/2025 6:41:44,,United States,,Indiana,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,Great PTO/vacation and benefits,36 - 40,Senior Manufacturing Technology Engineer,Manufacturing,,In-Person,0,,0,,6,,Salaried,Not applicable,129948,N/A (no overtime/am salaried),16,No commission,0,Have not been long enough to have an annual yearly raise,,,,"8% auto, 1% match","HSA Contribution Match, $1600 deductible, $3200 OOP max",Bachelors,6,USD - US dollar,No questions about PTO & Vacation is unusual,,
4/7/2025 5:57:31,,India,Hyderabad,,,Bharat biotech international ltd,Private,Pharmaceutical (including “big pharma”),1000-5000,,51 - 60,Entry-level-trainee (elt) ,Production,,In-Person,0,,0,,1,,Salaried,Not applicable,204000,N/A (no overtime/am salaried),,Na,0,0,,,,,,Bachelors,1,Ruppe,,,
4/5/2025 18:02:48,,United States,,Pennsylvania,,Prefer not to say,Public,Industrial Biotech,1000-5000,,41 - 45,Sr. Principal Scientist,Research,Preclinical Research,In-Person,0,,12,,9,,Salaried,Not applicable,210000,N/A (no overtime/am salaried),15,No commission,45000,Have not been long enough to have an annual yearly raise,,45000,10000,4% 401k ,,PhD,1,USD - US dollar,Thanks,,
4/5/2025 13:09:23,,United States,,Missouri,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,"So far, there has been nothing to complain about",36 - 40,Senior Process Chemist,Research,"R&D, API process development",In-Person,0,,1,,4,,Salaried,Not applicable,129600,N/A (no overtime/am salaried),10,No commission,0,8,0,0,0,,,PhD,1,USD - US dollar,Good survey. Maybe need a vacation policy section.,,10%
4/4/2025 22:11:24,,United States,,Washington,,Prefer not to say,Private,Cell and Gene Therapy,50-200,Great company to be research staff. Not perfect but pretty good. ,41 - 45,Principal Scientist,Research,End-to-end management of in vivo studies in humanized mice for immunoncology models. Both internal and regulatory facing.,In-Person,0,,2,,5,,Salaried,Not applicable,170000,N/A (no overtime/am salaried),10,No commission,0,4%,,Unsure,5000,401 4% match,Family plan is offered at a steep price; most employees took a high deductible HSA plan with $800 annual contribution from employer. ,PhD,5,USD - US dollar,,,9
4/4/2025 19:55:07,,Canada,,,British Columbia,Prefer not to say,Private,Industrial Biotech,1-50,,36 - 40,Senior Associate,Manufacturing,,In-Person,0,,0,,6,,Salaried,Not applicable,80000,N/A (no overtime/am salaried),10,No commission,0,3,,,,5% RRSP,,Bachelors,0.5,CAD - Canadian dollar,,,9.1
4/4/2025 14:30:02,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,"5/5 Best company I've ever worked for with best c-suite.  Extremely well run, no politics, everyone works well together, and amazing work-life balance, especially for startup company.  ",36 - 40,"Associate Director, Computational Biology",Data Science / Bioinformatics,"Run bioinformatics department to identify novel targets, indications, and patient populations for clinical drugs",In-Person,0,,6,,6,,Salaried,Not applicable,173000,N/A (no overtime/am salaried),15,No commission,23000,1,10000,Stock options valued at $43k,,,,PhD,2,USD - US dollar,,,14.50%
4/3/2025 21:46:53,,United States,,Massachusetts,,A named Flagship Pioneering company,Private,Pharmaceutical (including “big pharma”),50-200,,46 - 50,Senior Scientist II,Data Science / Bioinformatics,,Hybrid,2,,0,,6,,Salaried,Not applicable,165000,N/A (no overtime/am salaried),15,No commission,0,Have not been long enough to have an annual yearly raise,,,,no 401k match,"BC/BS insurance, vision and dental",PhD,1,USD - US dollar,,,
4/3/2025 19:09:25,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,46 - 50,Scientist II,Research,,In-Person,1,,0,,11,,Salaried,Not applicable,142000,N/A (no overtime/am salaried),5,No commission,12000,3.5,18000,,,Lunch,,Bachelors,2,USD - US dollar,,,5
4/3/2025 0:34:31,,United States,,California,,Prefer not to say,Public,Diagnostics,5000+,"7/10 : great work-life balance, low pay, slow promotions",Less than 30,Research Associate I,Research,,Hybrid,2,,0,,0,,Salaried,Not applicable,74000,N/A (no overtime/am salaried),3,No commission,0,Have not been long enough to have an annual yearly raise,,,,401k profit sharing,HSA contributions,Bachelors,0,USD - US dollar,,,0
4/2/2025 13:36:59,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Scientist,Research,Wet-lab bench scientist,In-Person,0,,2,,3,,Salaried,Not applicable,156000,N/A (no overtime/am salaried),10,No commission,20000,2,,,,401K match 2%,,PhD,3,USD - US dollar,,,5
3/31/2025 15:33:37,,United States,,Texas,,Heartflow,Private,Diagnostics,200-1000,"Ok for now for first job out of undergrad, worse pay than what I expected but honestly just grateful for this career relevant employment in this time ",36 - 40,Case Analyst,Operations,Produce/validate the 3D heart models from patients CT data,In-Person,0,,0,,0,,Hourly,40,50960,1.5x base,12,No commission,0,Have not been long enough to have an annual yearly raise,0,,0,"401k fully matched for 3% of salary, half matched for next 2%.",,Bachelors,<1 year,USD - US dollar,,,6
3/30/2025 13:34:43,,United States,,Pennsylvania,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,36 - 40,"Senior Scientist, Computational Biology",Data Science / Bioinformatics,,In-Person,0,,0,,2,,Salaried,Not applicable,135200,N/A (no overtime/am salaried),12,No commission,0,4,0,options of company common stock. company is currently private.,0,401K match 6% of salary,,PhD,1,USD - US dollar,,,12
3/28/2025 21:49:54,,United States,,Pennsylvania,,J&J,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Sr. Scientist ,Research,,Hybrid,2,,0,,10,,Salaried,Not applicable,135000,N/A (no overtime/am salaried),12,No commission,10000,3.7,,,,,,Bachelors,1,USD - US dollar,,,12
3/28/2025 21:32:21,,United States,,North Carolina,,Amgen,Public,Pharmaceutical (including “big pharma”),5000+,Amgen in North Carolina is awesome,46 - 50,Senior Process Maintenance,Manufacturing,All process equipment maintenance,In-Person,0,,0,,3,,Hourly,47,94000,1.5X,9,No commission,1500,Company/Institution does not have annual yearly raise,,,,10% match,N/A,Bachelors,1,USD - US dollar,,N/A,10%
3/27/2025 12:13:31,,United Kingdom,Remote,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Study Physician,Clinical,,Remote,5,,0,,9,,Salaried,Not applicable,83000,N/A (no overtime/am salaried),15,No commission,0,3,,,,12%,AXA,MD,3,GBP - sterling,,,13.5
3/27/2025 9:33:26,,United States,,Pennsylvania,,Prefer not to say,Public,Cell and Gene Therapy,200-1000,,41 - 45,Principal Scientist,Quality," Overseeing the drug product analytical method lifecycle. Including Analytical method tech transfers, qualifications, and validations, reference standard management as well as authoring regulatory documents to support FDA and EU regulatory filings. ",In-Person,1,,7,,7,,Salaried,Not applicable,108072,N/A (no overtime/am salaried),15,No commission,1533,4.30%,0,Zero cost options awarded annually. 1/4 of the options awarded vest every year for length of employment. ,0,5% 401k match,,Bachelors,1,USD - US dollar,,,12
3/26/2025 23:56:57,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,41 - 45,Senior CMC Project Manager,Operations,,Hybrid,2,,0,,13,,Salaried,Not applicable,175000,N/A (no overtime/am salaried),15,No commission,8000,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1,USD - US dollar,,None,None
3/26/2025 21:39:49,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,41 - 45,Senior manager,Regulatory Affairs,,In-Person,0,,0,,22,,Salaried,Not applicable,201000,N/A (no overtime/am salaried),15,No commission,35000,6,,,,"401k, match 4%",,Bachelors,3,USD - US dollar,,RSU,18
3/26/2025 21:04:05,,United States,,Massachusetts,,Prefer not to say,Academia/College/Universities,Academia/Research/Institution,5000+,Great for an academic institution in Cambridge,36 - 40,Postdoctoral Associate,Biology,Academic research,Hybrid,2,,1,,0,,Salaried,Not applicable,72100,N/A (no overtime/am salaried),,No commission,0,3,,,,5% 401k match,,PhD,1,USD - US dollar,Many thanks again!,,
3/24/2025 15:55:46,,United Kingdom,Cambridge,,,Prefer not to say,Public,Contract Research Organization,200-1000,,36 - 40,Senior Scientist II,Research,,In-Person,0,,0,,10,,Salaried,Not applicable,48000,N/A (no overtime/am salaried),,No commission,0,3,,,,,,Masters,10,GBP - sterling,,,
3/23/2025 10:11:30,,United States,,Pennsylvania,,GSK,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Principal Scientist,Research,,Hybrid,2,,3,,5,,Salaried,Not applicable,120000,N/A (no overtime/am salaried),12,No commission,0,4.5,,,,11%,"HSA, UHC or Aetna health insurance",PhD,2,USD - US dollar,,,16
3/23/2025 7:44:58,,United States,,North Carolina,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,60+,Validation Engineer,Manufacturing,"Validation of equipment, processes, and methods for manufacturing operations of pharma products.",In-Person,1,,0,,3,,Salaried,Not applicable,88000,N/A (no overtime/am salaried),7.5,No commission,0,3,,,,,,Masters,3,USD - US dollar,,,15
3/22/2025 23:00:05,,United States,,Texas,,Amgen,Public,Pharmaceutical (including “big pharma”),5000+,Love it so far,36 - 40,Sr MSL,Research,,Remote,7,,5,,5,,Salaried,Not applicable,205000,N/A (no overtime/am salaried),15,No commission,20000,Have not been long enough to have an annual yearly raise,35000,20000,0,5%,,PharmD,0,USD - US dollar,,,
3/22/2025 21:26:18,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),1000-5000,,36 - 40,Senior research scientist,Research,"Design, execution, analysis, and reporting of in vitro and ex vivo experiments to answer discovery/target ID biology research questions",In-Person,0,,0,,12,,Salaried,Not applicable,155000,N/A (no overtime/am salaried),15,No commission,45000,3.5,10000,,,4% match,,Bachelors,2,USD - US dollar,,$45k in RSUs,18
3/22/2025 20:04:04,,United States,,California,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,"This is the first company I have worked for, and I'm enjoying it. Postdocs are treated as part of the team and long-term growth is prioritized. The goal is to hire postdocs (>50% stay at the company) and all of the postdocs I've seen leave the program have had job offers in hand. Definitely a push for publications, but I have not seen that affect job prospects.",46 - 50,Postdoctoral Fellow,Research,"Postdoc, based on a discovery team in big pharma. My research doesn't touch on pipeline projects and is more focused on exploring novel biology and expanding technical capabilities to use on pipeline projects in the future.",Hybrid,0,,1,,1,,Salaried,Not applicable,101000,N/A (no overtime/am salaried),6,No commission,0,3.5,0,0,20000,6% 401K match,"HDHP (several options including PPO), HSA employer cont ~$500",PhD,1,USD - US dollar,,We get a performance bonus (6%) and an additional bonus based on company performance that is not stipulated prior to employment,8
3/22/2025 18:26:21,,United States,,Massachusetts,,Prefer not to say,Private,Academia/Research/Institution,1-50,,46 - 50,Senior Scientist ,Research,,In-Person,0,,6,,3,,Salaried,Not applicable,140000,N/A (no overtime/am salaried),14,No commission,0,4.5,5000,7000,,,,PhD,3,USD - US dollar,,,
3/22/2025 17:41:20,,United States,,Massachusetts,,Flagship Pioneering,Private,Pharmaceutical (including “big pharma”),1-50,,36 - 40,Automation Engineer I,Research,Program liquid handlers and other lab robotics,In-Person,0,,0,,3,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),10,No commission,7000,Have not been long enough to have an annual yearly raise,,,,,,Bachelors,1,USD - US dollar,,,
3/22/2025 17:36:18,,United States,,California,,Natera,Private,Diagnostics,1000-5000,Good overall,36 - 40,Scientist ,Research,"Design experiments, manage RAs, data analysis ",Hybrid,1,,0,,4,,Salaried,Not applicable,139000,N/A (no overtime/am salaried),6.5,No commission,65000,2.5,,100000,5000,"50% match up to 6%, vests over 4 years",Normal benefits,PhD,1,USD - US dollar,,,6.5
3/22/2025 16:39:43,,United Kingdom,Cambridge ,,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Principal Scientist ,Research,,Hybrid,2,,0,,12,,Salaried,Not applicable,70000,N/A (no overtime/am salaried),14,No commission,5,7,,,,No pension match,Private health and dental insurance ,Masters,1,GBP - sterling,,11% advantage fund,20
3/22/2025 9:22:40,,United States,,New York,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Director Marketing,Commercial,,Hybrid,2.5,,0,,10,,Salaried,Not applicable,220000,N/A (no overtime/am salaried),20,No commission,50000,3%,,,,"3% 1:1 match, 3% 1:2 match (4.5% total match). Annual retirement contribution of 5% per year (based on tenure, goes up to 10%). Total 9.5% match ",,Bachelors,3,USD - US dollar,,"Stock bonus ~50,000 per year",
3/20/2025 16:39:08,,Ireland,Cork,,,Biomarin,Private,Pharmaceutical (including “big pharma”),1000-5000,,36 - 40,Senior Research Associate 2,Process Science,"Scale down models, technical transfer, analytical transfer, yield and robustness",In-Person,1,,0,,8,,Salaried,Not applicable,69000,N/A (no overtime/am salaried),12,No commission,20000,4.5,,30000,,8% pension match,"Healthcare, vision, dental",Masters,6,EUR - euro,,,14.4
3/19/2025 21:41:14,,United States,,New York,,Regeneron Pharmaceuticals ,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Senior Associate Scientist,Research,Pre-clinical research to support drug development programs. ,In-Person,0,,0,,4,,Salaried,Not applicable,93000,N/A (no overtime/am salaried),8,No commission,0,3,10000,,,401k match,Great healthcare insurance,Bachelors,3,USD - US dollar,,Stocks,11
3/19/2025 19:19:59,,United States,,Missouri,,Prefer not to say,Public,Contract Manufacturing Organization,5000+,9/10,36 - 40,Scientist II,Analytical Development,Develop analytical test methods and support establishment and qualification activities for a CDMO.,In-Person,7,,0,,4,,Salaried,40,77,N/A (no overtime/am salaried),6,No commission,0,3.5,,,,6% 401K match,Solid,Masters,2,USD - US dollar,,,5
3/19/2025 18:37:25,,United States,,California,,Prefer not to say,Private,Cell and Gene Therapy,1-50,,41 - 45,Associate Director ,Research,"Manage teams, set company strategy, work directly with independent contributors to design experiments and track projects to achieve company goals ",In-Person,0,,2,,4,,Salaried,Not applicable,180000,N/A (no overtime/am salaried),0,No commission,0,Company/Institution does not have annual yearly raise,5000,50000 options,5000,"401k, no match. no pension.","3k HSA, decent healthcare, out of pocket costs between $5-20 for most things",PhD,2,USD - US dollar,,None,N/A
3/19/2025 17:17:28,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),50-200,,30 - 35,Associate Scientist II,Research,Hit discovery,In-Person,0,,0,,2,,Salaried,Not applicable,80000,N/A (no overtime/am salaried),10,No commission,0,4%,5000,575 stock options,,Match 401k up to 4%,"Single PPO (BCBS MA): $88 mo premium, $2k deductible, company contributes $2k to HSA",Bachelors,2,USD - US dollar,,,9.50%
3/19/2025 14:09:48,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),5000+,"Overall positive, chill environment. Promotion comes slow.",41 - 45,Process Development Senior Scientist ,Analytical Development,,Hybrid,3,,0,,1,,Salaried,Not applicable,129000,N/A (no overtime/am salaried),2,No commission,0,Have not been long enough to have an annual yearly raise,,,49000,401k match 5%,Anthem $48/month,PhD,1,USD - US dollar,,,1.70%
3/19/2025 12:45:42,,United Kingdom,Cambridge,,,Agenus,Private,Pharmaceutical (including “big pharma”),50-200,,36 - 40,Associate Scientist,Research,"50% lab (molbio, TC), 50% office",In-Person,0,,0,,1,,Salaried,Not applicable,37000,N/A (no overtime/am salaried),0,No commission,0,Company/Institution does not have annual yearly raise,5000,0,0,"Pension: 2% employee, 8% employer",Vitality health insurance (no pre-existing condition coverage),PhD,1,GBP - sterling,,0,0
3/19/2025 12:43:07,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,It sucks ass,46 - 50,"Senior Research Associate, Platform Development",Research,,In-Person,0,,0,,6,,Salaried,Not applicable,100300,N/A (no overtime/am salaried),10,No commission,0,3.5,0,19000 shares vested over 4 years,5000,no match,,Masters,2,USD - US dollar,,,10
3/19/2025 12:40:35,,United Kingdom,Cambridge,,,Prefer not to say,Private,Diagnostics,1-50,,36 - 40,Scientist,Research,MolBio,In-Person,0,,1,,2,,Salaried,Not applicable,44000,N/A (no overtime/am salaried),,No commission,0,Have not been long enough to have an annual yearly raise,0,0,0,pension,none,PhD,0,GBP - sterling,,,
3/19/2025 6:56:36,,Switzerland,Visp,,,Lonza,Public,Contract Manufacturing Organization,5000+,,41 - 45,Scientist,Quality,,In-Person,0,,0,,5,,Salaried,Not applicable,89500,N/A (no overtime/am salaried),10,No commission,0,1.70%,,,,,,Bachelors,1,CHF,,,10.70%
3/17/2025 7:50:32,,United States,,Massachusetts,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,51 - 60,Senior Scientist II,Research,,In-Person,1,,1,,3,,Salaried,Not applicable,172000,N/A (no overtime/am salaried),15,No commission,0,3,0,,,,,PhD,3,USD - US dollar,,,15
3/16/2025 15:31:56,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Associate Director,Program Management,CMC Program Management,Hybrid,3,,0,,7,,Salaried,Not applicable,190000,N/A (no overtime/am salaried),20,No commission,25000,3.5,,,,,,PhD,2,USD - US dollar,,,150% of target
3/15/2025 15:08:09,,United States,,California,,gilead,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Scientist,Analytical Development,Develop methods on CMC basis.,Hybrid,1,,0,,8,,Salaried,Not applicable,125000,N/A (no overtime/am salaried),10,No commission,6000,4.20%,10000,5000,2000,"$15,000 401k match yearly","$850 contribution to HSA on HDHP, $10 premium biweekly, Anthem blue cross network individual plan, Deductible = $1700; Total OOP = $4000",Bachelors,5,USD - US dollar,,,13%
3/14/2025 15:09:31,,United States,,California,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,,30 - 35,Research Associate II,Research,,In-Person,0,,0,,3,,Salaried,Not applicable,97110,N/A (no overtime/am salaried),7,No commission,5000,4,,,,,,Bachelors,3,USD - US dollar,,,7
3/14/2025 10:22:15,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Principal Scientist,Research,Chemist,In-Person,0,,4,,6,,Salaried,Not applicable,180300,N/A (no overtime/am salaried),20,No commission,51000,3,,,,401k 4.5% match ,"$132 for family, ",PhD,6,USD - US dollar,,Restricted stock units,24
3/13/2025 18:27:15,,United States,,California,,Prefer not to say,Private,Cell and Gene Therapy,50-200,,30 - 35,Senior Research Associate,Research,,Hybrid,2,,0,,7,,Salaried,Not applicable,118000,N/A (no overtime/am salaried),10,No commission,0,3,0,0,0,,"free healthcare, no out of pocket cost",Bachelors,5,USD - US dollar,,,8
3/13/2025 13:57:00,,United States,,Massachusetts,,Pfizer,Public,Pharmaceutical (including “big pharma”),5000+,"4/5: Great place to grow and learn, but constant layoffs and poor management direction greatly impacts morale and productivity. If you go in with an open mind, though, can be a great place to gain skills and experience.",36 - 40,Senior Scientist,Research,,In-Person,0.5,,6,,6,,Salaried,Not applicable,135000,N/A (no overtime/am salaried),12.5,No commission,2000,2.8,9500,0,0,"Match vests immediately (4.5%); one-off retirement matches after 3 years and scales w/ age/time served (starts at 5%), for a total of 9.5%, or higher at older ages/time w/ company","Choice between HDPHP, Network or traditional plans, for a single individual about 200-250$/mo",PhD,3,USD - US dollar,,,24
3/13/2025 9:32:59,,United States,,Oklahoma,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Downstream Manufacturing Associate I,Manufacturing,downstream processing of therapeutic proteins,In-Person,0,,0,,4,,Hourly,40,45309,N/A (no overtime/am salaried),0,No commission,0,Company/Institution does not have annual yearly raise,,,,,,High School,1,USD - US dollar,,,0
3/12/2025 18:19:06,,United States,,Washington,,Bristol Myers Squibb,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Principal Data Scientist,Data Science / Bioinformatics,,Hybrid,2.5,,0,,11,,Salaried,Not applicable,190000,N/A (no overtime/am salaried),16,No commission,30000,3,,,,6% 401k match + 4.5% annual 401k contribution,,PhD,4,USD - US dollar,,,24%
3/11/2025 21:18:29,,Canada,,,Ontario,Eli Lilly,Public,Pharmaceutical (including “big pharma”),5000+,"Recent acquisition by Eli Lilly. Normal inflation-equivalent merit increases. However, loss of over 2000 CAD value in benefits. 3000 or more for those with dependents.
Part of the 9% of company population that did not receive annual RSU grant. ",41 - 45,Senior Production Technician,Manufacturing,Manufacture radiotheranostics for nearby hospitals,In-Person,0,,0,,3,,Hourly,40,69500,1.5,6,No commission,1500,3.50%,,,,,"Slightly below average benefits for Canadian worker. No HSA, most items 20% deductible ",Associates Degree,1,CAD - Canadian dollar,,,12%
3/11/2025 21:11:31,,United States,,Massachusetts,,Prefer not to say,Private,Pharmaceutical (including “big pharma”),1-50,"Extremely fast paced and moderate stress, but exciting work that feels high value",41 - 45,Sr. Research Associate,Research,Assay development and optimization,In-Person,0,,0,CAPM,6,,Salaried,Not applicable,105000,N/A (no overtime/am salaried),0,No commission,0,Have not been long enough to have an annual yearly raise,0,,,4% 401k match,"100% dental insurance , 80% health insurance",Bachelors,0.5,USD - US dollar,,0,0
3/10/2025 21:52:49,,United States,,North Carolina,,Biogen,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Associate Director,Data Science / Bioinformatics,,Remote,5,,1,,7,,Salaried,Not applicable,245000,N/A (no overtime/am salaried),20,No commission,45000,Have not been long enough to have an annual yearly raise,,,,,,PhD,3,USD - US dollar,,,
3/10/2025 20:51:15,,United States,,Massachusetts,,Prefer not to say,Public,Pharmaceutical (including “big pharma”),200-1000,,36 - 40,Senior Manager ,Clinical,,Hybrid,4,,2,,5,,Salaried,Not applicable,171000,N/A (no overtime/am salaried),12,No commission,2000,3,15000,4000,,,,PhD,3,USD - US dollar,,,12
3/10/2025 18:04:08,,United States,,California,,Prefer not to say,Public,Diagnostics,1000-5000,,Less than 30,associate director,Marketing/Ops,,Remote,5,,10,,10,,Salaried,Not applicable,200000,N/A (no overtime/am salaried),17,No commission,20000,4,,,,401k match is 3% up to 3k,"Hdhp, will give like 1800 for HSA. ",Bachelors,0,USD - US dollar,,,15
3/10/2025 15:25:55,,United States,,Washington,,Pfizer ,Private,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Support Manufacturing Associate 1,Manufacturing,"My role supports the upstream/downstream teams by stocking rooms, dispensing raw materials, compounding, building and autoclaving parts/assemblies. ",In-Person,0,,0,,1,,Hourly,40-45,59280,1.5x base,0,No commission,0,Company/Institution does not have annual yearly raise,0,0,0,0,"High deductible, 180 per week",High School,1,USD - US dollar,,No,
3/9/2025 14:20:54,,United States,,California,,Big Pharna,Public,Pharmaceutical (including “big pharma”),5000+,,36 - 40,Senior Scientist ,Research,,In-Person,0,,0,,24,,Salaried,Not applicable,132000,N/A (no overtime/am salaried),12.5,No commission,0,2.95%,,,,"401k match,  modified pension, health insurance",Multiple plans ,Bachelors,7,USD - US dollar,,,
3/9/2025 0:09:06,,United States,,Colorado,,Novo Nordisk,Public,Pharmaceutical (including “big pharma”),5000+,,30 - 35,Senior Research Associate,Research,,In-Person,0,,0,,2,,Salaried,Not applicable,95640,N/A (no overtime/am salaried),10,No commission,0,4,,,8000,,,Masters,2,USD - US dollar,,,12.25
3/8/2025 12:10:21,,United States,,Utah,,Prefer not to say,Private,Industrial Biotech,1-50,,36 - 40,Senior Scientist,Research,,Hybrid,3,,2,,4,,Salaried,Not applicable,120000,N/A (no overtime/am salaried),15,No commission,0,Have not been long enough to have an annual yearly raise,8000,0,0,401(k) 3% match,"HSA, Silver Medical ($2,500 Deductible, $7,100 Max Out-of-Pocket), Dental, Vision, Short Term Disability ($1,385 weekly), Long Term Disability ($6,000 monthly), Life Insurance ($50,000)",PhD,0.25,USD - US dollar,,,15%
3/7/2025 16:24:49,,United States,,New Jersey,,Merck,Public,Pharmaceutical (including “big pharma”),5000+,,41 - 45,Principal Scientist ,Analytical Development,Analytical Project Lead,Hybrid,2,,0,,9,,Salaried,Not applicable,180250,N/A (no overtime/am salaried),24,No commission,18000,3%,,,,,,PhD,1,USD - US dollar,,RSU,27
3/7/2025 15:53:00,,United States,,Pennsylvania,,Merck,Private,Pharmaceutical (including “big pharma”),5000+,"Literally every stereotype of big pharma - medium pay, very high stability, way too many processes and bureaucracy

TC: $135k (110k from salary+OT, 8k from bonus, 17k from other benefits)",46 - 50,"Associate Specialist, Engineering (P1)",Manufacturing,"2nd shift maintenance engineer - in charge of frontline troubleshooting of sterile supply equipment for my whole site (washers, autoclaves, ovens)",In-Person,0,,0,,4,,Salaried,Not applicable,95300,$225/4 hours - I received $15k in OT last year,8,No commission,0,3%,0,0,0,"401k match 75% up to 6%, pension vests after 3 years, Roth","125/month for health, dental, and visual, BCBS, no HSA",Bachelors,1.5,USD - US dollar,Should have a field for total compensation,0,9.12%
3/7/2025 3:07:38,,United States,,California,,Prefer not to say,Private,Biotech Equipment,5000+,,30 - 35,Staff process engineer,Operations,,Hybrid,2,,0,,7,,Salaried,Not applicable,149000,N/A (no overtime/am salaried),10,No commission,0,3.5,10000,50000,8000,3%,,PhD,3,USD - US dollar,,,9.30%
